PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
24-01004,38,1,6,0,6,0,9,1,2,4651.014136109396,9380,15,10,216000.0,8,500,N,2,2,2,2,226,228,10316
01-01301,31,1,6,0,1,0,9,1,2,32677.83164829486,7072,1,10,80050.0,7,5,N,2,2,2,2,66,66,877
28-01100,44,2,4,0,2,0,2,1,2,2793.976709507736,7860,11,10,34300.0,6,2,N,2,2,2,2,246,243,12538
08-00803,4,1,N,0,2,2,3,1,1,3203.6100723902928,9920,9,2,98010.0,9,327,N,1,2,2,2,69,62,24138
17-03531,18,1,6,0,1,0,9,1,2,3294.486798316162,8563,13,6,18250.0,2,135,N,2,2,2,2,81,83,7017
13-04600,58,1,4,0,2,0,9,1,2,14841.395493907126,9920,9,4,-100.0,0,0,N,2,2,2,2,243,231,4969
13-04600,34,2,6,0,2,0,N,1,1,3775.7713137082574,8170,12,10,51300.0,7,388,N,2,2,2,2,66,67,4809
30-00600,19,2,6,0,2,0,12,1,2,7906.783142627066,8590,13,4,185700.0,2,274,N,2,2,2,2,202,170,15382
30-00600,28,2,6,0,1,0,3,1,1,65.5836393704695,8090,12,7,2700.0,5,501,N,2,2,2,2,63,52,14676
28-01100,41,2,6,0,2,1,2,1,2,2847.7092879917723,8170,12,5,9790.0,3,55,N,2,2,2,2,186,187,12791
19-01700,21,2,6,0,1,N,N,3,0,3902.8696633276504,8790,14,7,265000.0,1,N,N,2,2,2,2,104,1,8511
26-02702,8,2,N,0,2,0,9,1,1,2658.7825631687087,9920,9,2,99800.0,9,99,N,1,2,2,2,112,82,26609
13-04600,16,1,6,0,2,3,4,1,2,3852.293559330831,N,N,4,100130.0,0,162,N,2,2,2,2,97,93,4918
19-01700,56,2,1,0,1,0,2,1,1,3709.4601875228445,8690,14,5,82100.0,9,501,N,2,2,2,2,102,102,8055
19-01700,73,1,1,0,1,0,12,1,1,3803.78635364808,7190,1,8,117400.0,7,50,N,2,2,2,2,9,5,7137
28-01100,89,2,3,0,1,N,N,2,0,2723.655952811048,N,N,9,253500.0,5,N,N,1,1,2,2,21,0,11587
13-04600,60,1,6,0,2,0,N,1,2,3989.21469204066,N,N,8,17130.0,1,129,N,2,1,2,2,96,95,5849
08-00803,21,1,6,4,1,N,9,3,0,3576.0386933102086,9920,9,6,-6400.0,0,97,N,2,2,2,2,119,0,3910
13-04600,55,2,1,0,1,2,3,1,1,15083.426717282871,9920,9,1,-900.0,0,500,N,2,2,2,2,123,123,6518
29-01901,24,2,6,0,3,0,9,1,2,16.3,9920,9,6,-100.0,0,0,N,2,2,2,2,33,32,12870
40-00200,36,1,1,0,1,4,5,1,1,11025.35587328991,7280,1,1,47200.0,8,50,N,2,2,2,2,71,72,19728
17-03531,22,2,6,0,1,0,9,1,2,3510.653073685679,4670,5,8,29440.0,4,223,N,1,2,2,2,89,89,7338
51-01301,83,2,3,0,6,0,N,1,1,11206.98001816748,N,N,10,85400.0,8,501,N,2,2,2,2,51,51,21810
06-07502,29,2,4,0,1,2,3,1,2,3257.0206482502545,8180,11,8,84000.0,7,500,N,2,2,2,2,60,40,1749
13-04600,31,1,6,0,2,0,9,1,2,14913.940680017491,7590,1,6,167200.0,2,121,N,2,2,2,2,105,109,5295
28-01100,54,2,1,0,2,1,4,1,2,2792.5274888994963,N,N,4,946500.0,2,150,N,2,2,2,1,31,33,11916
19-01700,37,2,1,0,8,2,3,1,1,3915.7916994458396,7990,11,1,22900.0,3,50,N,2,2,2,2,99,108,8355
19-01700,40,1,1,0,1,2,4,1,1,3723.408682522631,9190,15,10,30020.0,9,501,N,2,2,2,2,139,140,8108
24-01004,52,2,1,0,6,1,3,1,1,4195.220313268715,9490,16,10,165050.0,9,501,N,2,2,2,2,67,52,10142
51-01301,37,2,1,0,2,0,2,1,1,11195.056702199725,8191,12,9,100120.0,8,501,N,2,2,2,2,66,96,22722
13-04600,59,2,1,0,2,0,2,1,1,3863.1082611212896,7970,11,10,25650.0,4,306,N,2,2,2,2,28,30,5577
29-01901,61,1,1,0,2,0,2,1,1,3061.8372356160494,680,8,10,80300.0,9,51,N,2,2,2,2,68,66,13299
36-03710,27,1,6,1,1,0,5,1,2,52864.7,5190,6,7,38480.0,5,307,N,2,2,2,2,118,97,18112
26-02702,84,2,6,0,1,0,N,1,1,5251.02580733987,N,N,10,133600.0,9,51,N,2,2,2,2,250,243,12366
06-08507,2,1,N,0,1,2,3,1,1,3234.019825883481,9920,9,12,9900.0,9,183,N,N,N,2,2,141,101,24133
06-07502,60,2,6,0,1,0,N,1,2,33708.01056209131,7370,10,10,293300.0,9,501,N,2,2,2,2,114,113,2856
26-02702,20,2,6,0,1,0,N,1,2,4884.048762869395,7870,11,7,453900.0,1,342,N,2,2,2,2,419,394,11341
51-01301,15,1,N,0,6,2,4,1,2,11339.90231624952,N,N,3,N,N,259,N,2,2,2,2,102,105,26775
29-01901,59,2,5,0,2,0,N,1,2,5786.261678516062,N,N,5,96270.0,2,76,N,2,1,2,2,106,105,13568
51-01301,52,2,1,0,9,0,2,1,1,11286.220985529639,7590,10,5,10050.0,1,51,N,2,2,2,2,142,143,23643
06-08507,84,2,1,0,1,0,2,1,1,3479.1335201850534,N,N,10,79100.0,7,501,N,2,2,2,2,210,190,2165
40-00200,19,1,6,1,1,2,4,1,1,196.2596109935163,7181,9,4,290100.0,1,209,N,2,2,2,2,104,237,20818
17-03531,23,1,6,0,1,0,9,1,2,3564.5409845360386,690,8,8,65700.0,7,500,N,2,2,2,2,174,174,7555
06-07502,64,1,6,0,1,0,N,1,2,33970.50498681935,5670,6,5,29740.0,5,230,N,2,1,2,2,111,110,2553
32-00405,18,1,6,2,8,0,12,1,2,51888.30928234273,7670,2,6,-1220.0,1,117,N,2,2,2,2,335,292,15962
51-51255,35,2,6,0,2,0,N,1,2,11366.277953584131,8170,12,10,112500.0,8,51,N,2,2,2,2,261,253,22970
06-08507,51,2,1,0,1,0,12,1,1,3144.3299294189574,7290,1,8,94070.0,7,500,N,2,2,2,2,58,59,2850
01-01301,30,2,6,0,6,0,9,1,1,33130.56218928778,6290,7,8,112060.0,8,50,N,2,2,2,2,123,121,1238
19-01700,9,1,N,0,1,2,3,1,2,3587.1131548977705,N,N,3,N,N,269,N,2,2,2,2,90,96,25364
24-01004,21,1,6,0,2,0,9,1,2,4509.030569622548,7790,10,1,186700.0,3,139,N,2,2,2,2,256,250,10175
17-03531,95,1,3,0,2,0,N,1,1,11284.500833244976,N,N,5,47600.0,6,380,N,2,1,2,1,147,148,6494
19-01700,0,1,N,0,1,2,2,1,1,3906.0995153948306,9920,9,9,98600.0,9,50,N,N,N,2,2,91,83,25731
19-01700,3,1,N,0,1,2,4,1,1,3863.5543825319633,N,N,N,N,N,429,N,N,N,2,2,286,355,26032
17-03531,33,1,6,0,1,0,9,1,1,3526.8844464887798,7690,2,4,87600.0,8,500,N,2,2,2,2,436,438,7209
17-03529,70,2,4,2,1,N,9,2,0,11160.73597732938,9920,9,6,42690.0,0,99,N,1,2,2,2,108,0,5145
06-08507,48,1,1,0,1,2,3,1,1,3157.4724736306407,7680,2,4,45000.0,5,189,N,2,2,2,2,52,42,2727
26-02702,61,1,1,2,1,0,5,1,1,4832.651106076768,9180,15,10,74100.0,8,501,N,2,2,2,2,53,61,11187
51-51255,66,2,1,0,2,0,2,1,1,11346.830884926942,9680,16,7,26800.0,4,401,N,2,2,2,2,61,90,21976
19-01700,70,1,1,0,1,0,2,1,1,4088.061863777022,7390,1,10,217600.0,8,500,N,2,2,2,2,48,48,9091
17-03529,29,1,6,0,6,0,N,1,2,15201.335315956418,7870,11,9,3150.0,5,241,N,1,2,2,2,45,45,7402
51-01301,44,1,6,0,1,0,N,1,2,11321.23815082253,6672,8,10,138200.0,9,51,N,2,2,2,2,130,126,22441
19-01700,51,1,1,0,1,0,12,1,1,4087.371389108463,6280,6,10,19400.0,8,500,N,2,2,2,2,53,53,10062
06-08507,34,2,6,0,1,0,N,1,2,3598.596492418321,7480,10,9,148130.0,9,51,N,2,2,2,2,61,60,2215
28-01100,74,1,1,0,1,0,2,1,1,2954.0085723970865,7280,10,11,154000.0,9,51,N,2,2,2,2,103,103,13085
32-00405,10,1,N,2,2,3,4,1,2,52767.586522563004,9920,9,2,9970.0,9,500,N,2,2,2,2,101,86,23333
30-00600,14,1,N,0,3,2,3,1,2,86.69552962629383,N,N,3,N,N,129,N,2,2,2,2,74,86,27221
30-00600,59,1,4,1,8,0,2,1,1,7937.161008887439,9920,9,6,-7250.0,0,272,N,2,2,2,2,166,146,15458
24-01004,55,1,1,0,1,1,2,1,1,4548.368008076335,7380,1,10,209400.0,8,500,N,2,2,2,2,81,81,10126
30-00600,54,2,4,0,2,0,12,1,2,7983.97709724411,9920,9,8,84600.0,0,499,N,2,1,2,2,43,43,15245
26-02702,21,2,6,0,1,N,N,3,0,5200.721373648182,7880,11,7,250400.0,4,N,N,2,2,2,2,105,1,11405
19-01700,69,2,4,0,1,0,N,1,2,3729.04472302385,N,N,5,50020.0,7,407,N,2,2,2,2,107,108,8418
40-00200,74,2,1,0,1,0,2,1,1,160.23228968326572,N,N,5,66200.0,2,501,N,2,2,2,2,51,50,20605
17-03529,35,2,1,0,2,0,2,1,1,15258.919385292866,9380,15,9,298700.0,4,361,N,2,2,2,2,170,167,6386
13-04600,83,2,2,0,1,2,5,1,1,3923.970635587521,N,N,11,45010.0,5,52,N,2,2,2,2,73,63,4719
40-00200,44,2,1,0,1,2,3,1,1,11101.232704190192,7190,1,10,4970.0,8,500,N,2,2,2,2,43,39,21927
06-07502,15,1,6,0,6,1,2,1,1,3137.44973482038,9920,9,3,-2200.0,0,500,N,2,2,2,2,113,115,1166
06-07502,45,2,1,0,6,4,6,1,1,33820.17162521491,7380,10,9,30270.0,9,501,N,2,2,2,2,109,109,2542
26-02702,46,2,5,0,3,0,2,1,2,2435.896389688082,9920,9,6,8910.0,1,432,N,2,2,2,2,185,184,11063
29-01901,10,2,N,0,3,4,5,1,2,16.3,9920,9,2,99310.0,9,100,N,2,2,2,2,60,63,27118
08-00803,19,1,6,4,1,N,N,3,0,3516.2116889638883,N,N,5,100020.0,0,N,N,2,2,2,2,70,0,3278
24-01004,60,2,1,0,1,0,2,1,1,4305.853567038227,7380,10,9,5460.0,6,501,N,2,2,2,2,59,57,10758
01-01301,88,2,3,0,6,0,9,1,2,33545.55455332187,9920,9,8,10170.0,1,81,N,2,1,2,2,55,55,2529
28-01100,52,1,4,0,1,0,N,1,1,2708.8739526232666,770,3,3,96000.0,3,72,N,2,2,2,2,95,92,12145
24-01004,47,1,1,1,1,2,4,1,2,4414.927435646204,7460,10,9,43120.0,5,481,N,2,2,2,2,172,126,10141
36-04010,40,2,1,0,2,3,5,1,2,50967.371379007076,8770,14,9,47300.0,6,408,N,2,2,2,2,128,127,17802
24-01004,11,2,N,0,1,3,5,1,1,4318.465431548863,N,N,3,N,N,501,N,2,2,2,2,59,69,26283
17-03529,48,2,3,0,2,2,4,1,2,15114.528593263396,8680,14,7,850.0,2,331,N,2,1,2,2,30,31,5447
36-04010,73,1,1,0,1,0,12,1,1,16.3,9920,9,4,56800.0,0,72,N,2,2,2,2,38,39,17430
51-01301,0,2,N,0,1,2,3,1,1,11210.054738066041,9920,9,9,9970.0,9,500,N,N,N,2,2,88,76,25792
40-00200,29,1,6,4,1,0,9,1,2,11021.311872391143,3790,4,8,180400.0,8,50,N,2,2,2,2,246,236,20719
36-03710,13,1,N,0,2,0,7,1,2,52864.7,N,N,3,N,N,54,N,2,2,2,2,104,96,24766
26-02702,18,2,6,0,2,N,9,3,0,2458.591811911842,9920,9,6,-1900.0,0,94,N,2,2,2,2,50,0,10683
24-01004,6,1,N,0,9,4,5,1,1,4630.802058723704,9920,9,2,99030.0,9,306,N,2,2,2,2,106,81,26282
17-03529,42,2,6,0,2,0,2,1,1,11085.302151521184,8270,12,6,29100.0,0,197,N,2,2,2,2,53,33,5511
08-00803,39,1,6,0,2,0,12,1,2,3185.5779419815703,5580,6,4,24040.0,4,403,N,2,2,2,1,179,191,3503
19-01700,6,2,N,0,2,5,7,1,2,3624.7898873191666,N,N,3,N,N,99,N,2,2,2,2,207,606,25656
24-01004,20,1,6,0,2,1,11,1,1,4210.522870974935,N,N,4,10.0,0,501,N,2,2,2,2,67,72,9282
30-00600,76,1,1,0,1,0,2,1,1,166.32816425464085,N,N,7,100500.0,0,N,N,2,2,2,1,32,44,15346
38-00100,44,2,4,0,1,1,2,1,1,33.68170143052684,4890,5,6,249900.0,0,181,N,2,2,2,2,18,17,19308
30-00600,8,2,N,0,1,2,4,1,1,121.06924257304706,N,N,2,N,N,331,N,2,2,2,2,75,52,27252
08-00803,27,2,6,0,2,2,2,1,2,3625.8483154841233,6590,7,7,334000.0,4,163,N,2,2,2,2,340,341,4367
51-01301,36,2,6,0,9,0,9,1,2,10983.940555379515,8570,14,6,48000.0,5,380,N,2,2,2,2,85,86,19422
17-03529,30,2,6,0,2,1,2,1,2,15255.972975963947,8192,12,7,256490.0,4,15,N,2,2,2,2,222,223,7853
19-01700,81,2,3,0,1,0,9,1,1,4048.5949382807366,9920,9,4,47800.0,4,403,N,2,2,2,2,87,87,9672
30-00600,18,2,6,1,8,1,4,1,1,7871.495370550446,7270,1,4,144700.0,2,230,N,2,2,2,2,84,72,14378
06-07502,59,2,6,0,1,0,N,1,2,33749.73090074686,8080,12,10,31600.0,5,240,N,2,2,2,2,60,59,2934
08-00803,9,1,N,0,1,3,5,1,2,3467.6870191923604,N,N,3,N,N,501,N,2,2,2,2,67,76,24804
29-01901,33,2,6,0,2,0,2,1,1,5863.995362636702,8191,12,6,283500.0,5,46,N,2,2,2,2,59,49,13943
28-01100,22,1,6,0,1,0,9,1,2,5374.014082895156,4195,4,8,493500.0,6,377,N,2,2,2,2,66,67,12720
28-01100,72,1,1,0,1,0,12,1,1,5140.1402004948195,9920,9,10,21800.0,8,500,N,2,2,2,2,115,89,12092
06-07502,33,2,4,0,1,0,N,1,2,33670.403685309444,7470,10,9,160800.0,9,501,N,2,2,2,2,92,92,2396
13-04600,49,2,6,0,2,0,N,1,2,3916.3184032463214,7680,10,9,34800.0,5,263,N,2,2,2,2,78,77,5463
17-03531,14,1,6,0,1,2,2,1,2,3429.5247683827433,9920,9,3,-300.0,0,175,N,2,2,2,2,54,74,7064
36-03710,24,2,6,0,2,N,N,3,0,52864.7,8580,14,9,343500.0,5,26,N,2,2,2,2,113,0,16372
29-01901,0,1,N,0,1,1,2,1,1,16.3,9920,9,9,9970.0,9,410,N,N,N,2,2,85,71,27093
24-01004,77,2,3,0,1,0,N,1,1,4467.512940920287,8090,12,10,14500.0,9,51,N,2,2,2,2,17,19,11009
32-00405,3,2,N,4,8,4,6,1,1,8105.56166495549,N,N,1,N,N,295,N,N,N,2,2,60,39,23632
01-01301,77,2,3,0,2,0,9,1,1,2457.0795445410863,7780,10,1,344900.0,0,289,N,2,1,2,2,84,85,0
51-01301,45,1,1,0,1,1,3,1,1,11263.486382942123,9590,16,12,144900.0,9,501,N,2,2,2,2,232,225,21805
28-01100,58,2,6,0,2,0,2,1,1,5349.0238526605535,6170,6,6,159900.0,2,2,N,2,2,1,2,46,45,12363
38-00100,26,2,1,0,1,1,3,1,1,109.9294686657708,7860,11,9,41130.0,5,447,N,2,2,2,2,82,47,18454
28-01100,95,2,3,0,2,0,N,1,2,2952.797626397466,N,N,7,62900.0,2,499,N,2,1,1,1,104,103,13020
19-01700,47,1,1,4,1,1,2,1,2,3923.0226787402103,8563,13,4,462100.0,5,221,N,2,2,2,2,62,63,9020
38-00100,1,1,N,1,1,2,3,1,2,96.80890845681608,N,N,N,N,N,1,N,N,N,2,2,271,229,24671
36-04010,82,1,3,0,2,0,6,1,1,51205.17666834574,6370,7,8,293000.0,4,51,N,2,2,2,2,43,53,17333
06-08507,16,1,6,0,1,N,9,3,0,3232.3098881812894,7690,2,6,19000.0,0,95,N,2,2,2,2,82,0,2446
06-08507,65,1,1,0,1,0,2,1,2,3358.360859287648,3470,4,9,166220.0,9,501,N,2,2,2,2,56,56,1639
06-08507,57,1,1,0,1,0,2,1,1,3293.6737184708572,7680,1,6,58400.0,6,500,N,2,2,2,2,129,129,2936
13-04600,51,1,6,0,2,N,9,3,0,15077.570990426715,7690,2,6,-900.0,0,0,N,1,2,2,2,7,0,5051
17-03529,95,2,3,0,2,0,N,1,2,15405.869276199417,N,N,7,13700.0,2,118,N,2,2,2,2,179,175,6871
19-01700,5,1,N,0,1,3,4,1,2,3885.291808090844,9920,9,2,98500.0,9,50,N,2,2,2,2,48,44,25564
06-08507,85,2,1,0,1,0,2,1,1,3128.258691383415,9920,9,6,-1300.0,0,162,N,2,1,2,2,87,75,2768
38-00100,45,1,1,0,1,3,5,1,1,74.36151938627046,170,0,5,25010.0,9,501,N,2,2,2,1,127,246,19474
36-04010,7,2,N,0,9,4,5,1,1,16.3,9920,9,2,98600.0,9,200,N,2,2,2,2,113,265,23524
28-01100,26,2,6,0,2,0,4,1,2,2873.771917228164,5570,6,9,113600.0,3,391,N,2,2,2,2,274,208,12494
51-01301,51,2,6,0,1,0,9,1,1,11183.035346317973,7380,1,10,502000.0,8,500,N,2,2,2,2,51,50,20369
51-01301,71,1,1,0,1,0,2,1,1,11187.709439393873,7460,10,10,425000.0,9,501,N,2,2,2,2,41,40,22324
28-01100,16,2,6,0,2,3,4,1,2,2768.799224563252,N,N,4,100000.0,0,365,N,2,2,2,2,50,57,12665
51-51255,64,2,3,0,2,0,2,1,2,11263.930096138527,N,N,3,81300.0,1,142,N,2,2,2,2,283,286,21153
01-01301,65,1,5,0,2,0,2,1,1,2993.7287971409082,8380,13,5,359000.0,6,27,N,2,2,2,2,43,44,854
08-00803,19,2,6,0,2,0,2,1,1,3372.6074489175357,8390,13,6,274500.0,0,226,N,2,2,2,2,169,88,3511
36-03710,48,2,6,0,2,0,9,1,2,50267.050784633684,8660,13,4,35200.0,4,266,N,2,2,1,2,221,223,16955
19-01700,29,1,6,0,1,0,N,1,1,3877.6820231969095,6991,9,9,111500.0,9,51,N,2,2,2,2,116,116,9204
19-01700,88,2,4,0,1,0,N,1,2,3992.4533998041725,N,N,3,121550.0,2,N,N,1,1,2,2,110,109,9368
19-01700,18,2,6,0,6,0,9,1,2,4267.969119578359,8470,13,8,163200.0,2,114,N,2,2,2,2,50,52,9320
19-01700,75,2,3,0,1,0,9,1,1,4087.143278800084,9920,9,4,18400.0,2,150,N,2,2,2,2,71,71,8992
17-03531,50,1,1,0,1,1,3,1,1,3396.4862371740514,7270,1,8,228400.0,8,500,N,2,2,2,2,85,85,7065
28-01100,48,2,1,0,2,0,3,1,1,2718.8043010080514,8370,13,7,17300.0,4,26,N,2,2,2,2,188,182,11881
28-01100,80,2,2,0,1,0,9,1,1,5393.952690251539,9920,9,8,8850.0,1,72,N,2,2,2,2,113,114,12557
36-04010,27,1,6,0,2,0,2,1,2,50600.77383773578,6190,7,5,390000.0,5,431,N,2,2,2,2,199,175,17720
30-00600,41,2,1,1,8,2,3,1,1,7730.764889876448,9920,9,1,-100.0,0,164,N,2,2,2,2,70,62,14481
08-00803,26,1,6,0,2,0,2,1,1,3598.964518005209,9920,9,6,500000.0,0,195,N,2,2,2,2,77,77,4211
51-01301,46,1,4,4,1,2,2,1,2,11109.253375824741,7680,2,6,44550.0,5,210,N,2,2,2,2,203,209,20567
19-01700,4,1,N,4,1,1,2,1,1,4033.5669972609453,9920,9,12,99000.0,9,500,N,2,2,2,2,70,69,26214
17-03531,44,2,4,0,1,0,9,1,2,3353.757358633027,6970,8,6,36300.0,5,279,N,1,1,2,2,83,83,7505
06-08507,16,1,N,0,9,2,4,1,2,3508.761322996014,N,N,3,N,N,501,N,2,2,2,2,98,84,24673
36-03710,64,2,6,2,1,0,3,1,2,52864.7,8180,12,5,31910.0,4,200,N,2,2,2,2,111,117,18992
19-01700,72,2,1,0,1,0,12,1,1,4170.983263203393,8563,13,10,75900.0,6,500,N,2,2,2,2,78,91,10189
32-00405,0,2,N,4,1,1,12,1,2,51991.85606722395,9920,9,9,98500.0,9,465,N,N,N,2,2,120,129,22447
36-04010,13,2,N,0,9,1,6,1,1,51128.42694487059,N,N,3,N,N,501,N,2,2,2,2,48,52,24365
29-01901,50,2,4,0,1,1,2,1,1,5460.3786232304865,770,3,9,76800.0,8,438,N,2,2,2,2,193,193,13251
51-51255,29,2,6,3,1,0,N,1,2,11338.392138261752,9680,16,9,8730.0,8,51,N,2,2,2,1,195,196,22227
30-00600,25,2,6,4,1,0,9,1,2,7677.370700207403,9920,9,6,-100.0,0,0,N,2,2,2,2,86,77,14157
13-04600,20,2,6,0,6,N,N,3,0,3758.3919244884455,N,N,7,100000.0,0,N,N,2,2,2,2,95,0,4523
30-00600,42,1,4,1,8,0,9,1,2,7945.0608274855795,9920,9,4,-7600.0,0,0,N,2,2,2,2,107,107,15371
26-02702,66,1,4,0,1,0,N,1,1,4918.033897076163,2070,4,7,770.0,8,501,N,2,2,2,2,65,66,11031
36-04010,41,1,1,0,2,2,4,1,2,51075.3967672856,8570,13,5,192000.0,3,73,N,2,2,2,2,153,155,18277
51-01301,34,2,1,0,1,0,2,1,2,11194.973590904046,9180,15,10,91200.0,8,501,N,2,2,2,2,100,100,23066
38-00100,43,2,2,0,3,0,2,1,1,155.19682541398333,9670,16,9,582100.0,7,501,N,2,2,2,2,153,154,19557
24-01004,41,2,1,4,1,1,4,1,2,4272.2712493615345,N,N,4,10000.0,0,92,N,2,2,2,2,152,327,8794
06-07502,67,1,1,0,6,0,2,1,1,3133.1379650600384,9920,9,1,338300.0,4,402,N,2,2,2,2,55,56,893
24-01004,77,1,3,0,1,0,N,1,1,4440.625333148311,9470,15,12,453900.0,9,501,N,2,2,2,2,47,48,10599
13-04600,44,1,6,0,2,0,N,1,1,3915.706723424622,4480,5,8,243000.0,4,181,N,2,2,2,2,113,113,5691
38-00100,29,2,1,0,1,2,3,1,1,16.3,8090,12,8,-100.0,0,319,N,2,2,2,2,72,52,19018
01-01301,30,2,5,0,2,2,4,1,1,2721.898805232185,9290,15,6,23800.0,4,258,N,2,2,2,2,73,73,230
32-00405,58,1,1,0,2,0,2,1,2,8215.040320642287,7190,9,10,100400.0,0,133,N,2,1,2,2,97,80,16754
01-01301,53,1,1,0,1,2,3,1,2,33545.52325021199,5080,5,8,197200.0,8,500,N,2,2,2,2,127,127,1739
17-03529,29,1,6,0,1,0,N,1,2,15179.53463019087,6992,9,12,473000.0,6,357,N,2,2,2,2,91,91,6412
26-02702,19,1,6,0,6,N,N,3,0,4992.159405978439,N,N,7,143600.0,3,N,N,2,2,2,2,71,0,11035
28-01100,26,2,6,0,2,0,9,1,1,5219.345871683771,8180,11,6,34004.0,5,26,N,2,2,1,2,237,233,12308
06-07502,85,1,1,0,1,0,2,1,1,2944.9885365997916,9920,9,8,18000.0,3,275,N,1,1,1,1,46,51,313
01-01301,28,2,6,0,6,0,3,1,2,33402.60810907073,7370,1,8,480.0,1,281,N,2,2,2,2,88,90,1387
40-00200,67,1,1,0,3,0,2,1,1,186.19713447069716,7770,3,5,30590.0,5,59,N,2,2,2,2,141,228,20852
17-03531,80,2,3,0,6,0,9,1,1,3509.915990336415,6280,6,6,573900.0,7,471,N,2,2,2,2,91,91,7607
29-01901,41,2,6,0,1,1,12,1,2,16.3,4795,5,6,355400.0,5,203,N,2,2,2,2,474,474,14441
29-01901,51,1,1,0,1,0,2,1,2,16.3,590,6,3,282000.0,4,147,N,1,2,2,1,33,25,12727
29-01901,16,2,6,0,2,0,4,1,1,5671.6133484153215,N,N,4,620700.0,1,185,N,2,2,2,2,132,88,13509
40-00200,68,1,1,0,1,0,6,1,1,149.71727158401956,N,N,6,105000.0,3,93,N,2,2,2,2,26,35,20620
30-00600,47,1,6,0,2,0,5,1,1,7923.849656108525,7680,1,4,46700.0,6,310,N,2,2,2,2,271,106,14917
29-01901,56,2,1,0,1,0,2,1,1,16.3,6070,6,7,5180.0,6,500,N,2,2,2,2,14,15,13772
13-04600,20,1,6,0,6,N,N,3,0,3904.692722121724,7790,10,7,100300.0,1,N,N,2,2,2,2,68,1,4778
08-00803,54,2,1,0,2,0,12,1,1,3326.12676274573,7770,10,6,31050.0,5,50,N,2,2,2,2,89,65,4080
13-04600,1,2,N,0,1,1,3,1,1,15012.613904844795,9920,9,9,99030.0,9,500,N,N,N,2,2,37,40,24839
17-03529,23,2,6,0,2,0,4,1,1,11087.102522730682,8170,11,6,353200.0,4,337,N,2,2,2,2,864,500,5688
17-03531,49,2,6,0,2,0,2,1,2,11282.884320115272,N,N,5,93070.0,2,24,N,1,2,2,2,95,56,6461
08-00803,71,1,1,0,2,0,12,1,1,3369.7496694837178,9920,9,8,55800.0,6,50,N,2,2,2,2,30,34,4177
30-00600,46,1,1,0,1,0,2,1,1,54.32919862657308,3960,4,7,78010.0,2,222,N,2,2,2,2,84,83,14173
51-51255,48,1,1,0,1,0,2,1,2,11331.970100190028,3980,4,9,8400.0,7,501,N,2,2,2,2,112,82,22533
38-00100,64,1,1,0,1,0,3,1,1,53.001023109389784,8180,11,7,28300.0,4,217,N,2,2,2,2,26,24,19799
06-08507,57,2,6,0,1,0,9,1,1,3329.3465696948288,7860,10,8,62400.0,6,478,N,2,2,2,2,28,28,3465
08-00803,49,2,1,0,1,1,3,1,1,3852.605678239219,7470,10,9,46904.0,5,51,N,2,2,2,2,96,96,4561
38-00100,68,1,1,0,1,0,12,1,1,78.5022420851364,7370,1,6,15400.0,8,500,N,2,2,2,2,114,115,19587
36-03710,23,2,6,1,8,2,5,1,2,8373.308911671034,9070,14,5,139000.0,3,299,N,2,2,2,2,64,85,17658
06-08507,15,2,6,0,6,1,3,1,1,3352.776410114718,N,N,4,100.0,0,501,N,2,2,2,2,61,63,1317
51-51255,91,1,3,0,1,0,N,1,2,11353.17514815752,N,N,10,92500.0,8,51,N,2,1,2,2,74,73,21989
29-01901,28,1,1,0,1,0,12,1,1,16.3,7970,11,10,-7250.0,0,86,N,2,2,2,2,40,33,14114
24-01004,93,2,3,0,1,0,N,1,2,4753.037099602722,N,N,5,235000.0,3,195,N,2,1,1,1,510,533,10629
13-04600,86,2,3,0,2,0,N,1,1,3857.676058000896,N,N,10,66600.0,8,501,N,2,2,2,2,141,142,5665
36-03710,13,1,N,0,2,0,9,1,1,50233.87803183925,9920,9,2,99310.0,9,98,N,2,2,2,2,58,50,23258
40-00200,27,1,6,2,1,0,9,1,2,11114.212993266407,7270,1,8,112400.0,7,500,N,1,2,2,2,115,117,21026
30-00600,57,1,1,0,1,0,2,1,1,16.303926955337253,490,1,5,110000.0,9,501,N,2,2,2,2,389,388,14326
19-01700,55,1,4,0,1,0,N,1,1,3601.2259406536514,N,N,5,84500.0,2,65,N,1,2,2,2,85,90,8388
13-04600,23,2,6,0,2,N,N,3,0,4026.5989898333883,N,N,7,100500.0,0,N,N,2,2,2,2,53,2,5213
06-07502,73,1,1,0,1,0,12,1,1,3008.1153353669692,7181,1,10,72140.0,6,50,N,2,2,2,2,149,166,1692
40-00200,36,1,4,0,1,1,2,1,1,92.06516088681761,770,3,4,13000.0,3,74,N,2,2,2,2,174,173,20174
17-03531,38,2,6,0,2,1,2,1,2,11197.89123608326,8090,12,8,4970.0,1,284,N,2,2,2,2,242,242,6842
19-01700,56,1,1,0,1,0,12,1,1,4092.2282898413687,4470,4,10,255500.0,8,500,N,2,2,2,2,52,51,9975
06-07502,37,1,6,0,1,0,N,1,2,34039.631621308494,7390,10,11,217600.0,9,51,N,2,2,2,2,126,123,3525
