,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,index_col
4208,2,5,1,1,8,1,39,3,N,2,4208
4209,2,5,3,1,2,12,24,1,N,2,4209
4210,2,1,1,1,8,8,84,3,N,2,4210
4211,2,5,1,1,6,8,58,3,N,2,4211
4212,2,N,1,1,6,3,11,3,5,2,4212
4213,1,1,2,1,N,10,13,3,N,2,4213
4214,1,1,1,1,3,10,30,3,N,2,4214
4215,2,6,3,1,3,7,56,3,N,2,4215
4216,2,6,1,1,2,7,57,3,N,2,4216
4217,2,4,1,1,7,5,75,3,N,2,4217
4218,1,6,1,1,3,7,35,3,N,2,4218
4219,1,N,1,2,7,10,37,1,N,2,4219
4220,1,6,1,1,1,5,71,3,N,2,4220
4221,2,3,3,1,6,8,38,3,N,2,4221
4222,2,5,1,1,2,4,10,3,N,2,4222
4223,1,5,1,1,2,10,89,3,N,2,4223
4224,1,2,1,1,9,5,54,3,N,2,4224
4225,2,5,1,1,6,7,31,2,N,2,4225
4226,2,6,1,1,1,9,54,3,N,2,4226
4227,2,6,2,1,1,7,53,3,N,2,4227
4228,1,1,2,1,7,9,25,2,N,2,4228
4229,2,3,1,1,9,10,28,3,5,2,4229
4230,2,2,1,1,8,N,12,3,N,2,4230
4231,2,5,1,1,8,7,31,3,N,2,4231
4232,1,3,1,1,8,10,51,1,N,2,4232
4233,2,N,1,1,6,3,67,3,5,2,4233
4234,1,4,1,1,1,7,69,3,N,2,4234
4235,2,5,1,1,5,2,20,2,N,2,4235
4236,2,2,1,1,3,9,65,3,N,2,4236
4237,2,6,1,1,5,5,26,3,N,2,4237
4238,2,N,1,1,N,4,32,1,N,2,4238
4239,2,3,1,1,6,2,8,3,N,2,4239
4240,2,1,1,1,5,8,62,3,N,2,4240
4241,2,1,1,1,5,5,61,3,N,2,4241
4242,2,2,1,1,3,4,85,1,N,2,4242
4243,1,4,1,1,2,5,22,3,N,2,4243
4244,1,5,1,1,6,N,1,3,N,2,4244
4245,2,6,1,1,9,5,34,3,N,2,4245
4246,2,6,2,1,3,6,2,3,N,2,4246
4247,2,3,1,1,7,5,31,3,N,2,4247
4248,2,3,1,1,4,5,36,3,N,2,4248
4249,1,4,1,1,1,12,29,3,N,2,4249
4250,2,1,1,1,2,7,63,3,N,2,4250
4251,1,N,1,1,N,N,28,3,N,2,4251
4252,1,4,1,1,N,10,36,3,N,2,4252
4253,2,N,1,1,8,6,28,3,N,2,4253
4254,1,6,1,1,4,6,21,3,N,2,4254
4255,1,4,1,1,N,6,30,3,N,2,4255
4256,1,4,1,1,2,1,38,1,N,2,4256
4257,2,2,1,1,3,8,59,3,N,2,4257
4258,2,1,1,1,7,5,67,3,N,2,4258
4259,1,5,1,1,7,1,52,3,N,2,4259
4260,2,3,1,1,3,1,45,3,N,2,4260
4261,1,6,1,1,3,9,53,3,N,2,4261
4262,2,2,1,1,8,12,5,2,5,2,4262
4263,1,3,1,1,5,5,61,3,N,2,4263
4264,1,N,1,1,6,11,9,3,N,2,4264
4265,2,2,1,1,5,10,10,3,N,2,4265
4266,1,6,1,1,9,5,60,3,N,2,4266
4267,2,3,1,1,N,4,8,3,N,2,4267
4268,2,3,1,1,4,9,50,3,N,2,4268
4269,2,N,1,1,8,3,23,2,5,2,4269
4270,2,5,1,2,6,1,21,1,N,2,4270
4271,1,2,1,1,1,10,69,3,N,2,4271
4272,1,4,1,1,7,6,38,1,N,2,4272
4273,2,5,1,1,4,11,29,3,5,2,4273
4274,1,6,1,1,2,11,11,3,N,2,4274
4275,1,2,1,1,1,6,30,3,5,2,4275
4276,2,4,4,1,2,11,48,3,N,2,4276
4277,2,2,1,1,8,8,18,3,N,2,4277
4278,2,6,2,1,9,9,29,3,N,2,4278
4279,1,6,1,1,9,5,76,3,N,2,4279
4280,2,3,1,1,N,3,37,3,N,2,4280
4281,1,4,1,1,9,5,64,3,N,2,4281
4282,1,N,3,1,8,11,23,3,N,2,4282
4283,2,6,1,1,1,5,66,1,N,2,4283
4284,2,3,1,1,4,4,23,3,5,2,4284
4285,1,3,1,1,9,8,43,3,N,2,4285
4286,2,6,1,1,5,7,87,3,N,2,4286
4287,2,3,1,1,2,3,30,3,N,2,4287
4288,1,6,1,1,1,5,79,3,N,2,4288
4289,1,4,1,1,7,8,37,3,N,2,4289
4290,1,5,1,2,4,10,45,2,5,2,4290
4291,1,2,8,1,1,7,82,3,N,2,4291
4292,1,2,1,1,5,9,18,3,N,2,4292
4293,1,3,1,1,N,N,2,3,N,2,4293
4294,1,4,1,1,4,8,40,2,N,2,4294
4295,1,6,1,1,4,5,29,2,N,2,4295
4296,2,N,1,1,5,3,14,3,N,2,4296
4297,1,3,1,1,3,8,50,2,N,2,4297
4298,2,6,1,2,4,5,74,3,N,2,4298
4299,1,1,1,1,6,3,37,1,N,2,4299
4300,1,3,2,1,8,5,82,3,N,2,4300
4301,2,1,1,1,2,9,52,3,N,2,4301
4302,1,1,1,1,8,7,58,3,N,2,4302
4303,2,2,1,1,0,1,42,3,N,2,4303
4304,1,4,1,1,3,11,26,3,N,2,4304
4305,1,4,1,1,2,8,39,2,N,2,4305
4306,2,5,1,1,7,8,54,3,N,2,4306
4307,2,4,1,1,3,9,72,2,N,2,4307
4308,1,2,1,1,5,4,16,2,N,2,4308
4309,1,3,1,1,0,8,12,3,N,2,4309
4310,1,1,1,1,9,5,91,1,N,2,4310
4311,2,2,1,1,5,8,16,3,N,2,4311
4312,2,N,1,1,7,7,76,1,N,2,4312
4313,1,6,1,1,8,8,40,1,N,2,4313
4314,2,5,1,1,N,8,40,2,5,2,4314
4315,1,N,1,1,6,1,64,1,N,2,4315
4316,1,1,1,1,6,5,41,3,N,2,4316
4317,2,2,3,1,1,5,27,3,N,2,4317
4318,1,3,2,1,8,3,51,3,N,2,4318
4319,2,N,1,1,6,12,19,1,N,2,4319
4320,2,2,1,1,1,5,48,3,N,2,4320
4321,1,6,1,1,1,5,62,3,N,2,4321
4322,2,4,1,1,7,7,11,1,N,2,4322
4323,1,1,1,1,7,9,48,3,N,2,4323
4324,1,6,1,1,1,5,52,3,N,2,4324
4325,1,1,3,1,7,7,60,3,N,2,4325
4326,1,1,4,1,4,5,28,3,N,2,4326
4327,2,6,1,1,9,11,5,3,N,2,4327
4328,2,3,1,1,5,6,32,3,N,2,4328
4329,2,5,1,1,6,10,74,2,N,2,4329
4330,1,N,2,1,N,10,32,3,5,2,4330
4331,1,1,1,1,N,1,11,2,N,2,4331
4332,1,6,1,1,4,7,15,3,N,2,4332
4333,2,5,1,1,1,5,60,3,N,2,4333
4334,1,2,1,1,9,10,15,3,N,2,4334
4335,1,4,1,1,4,7,28,3,N,2,4335
4336,2,6,1,1,3,1,30,3,N,2,4336
4337,1,6,1,1,1,6,49,3,N,2,4337
4338,2,2,1,1,1,6,65,3,N,2,4338
4339,1,2,1,1,9,5,74,3,N,2,4339
4340,2,2,1,1,1,8,61,3,N,2,4340
4341,2,5,1,1,8,5,34,2,N,2,4341
4342,2,2,1,1,4,1,52,3,N,2,4342
4343,2,2,1,1,9,10,43,2,N,2,4343
4344,2,4,1,1,9,4,70,3,N,2,4344
4345,2,N,1,1,6,9,64,3,N,2,4345
4346,1,4,1,1,8,10,16,3,N,2,4346
4347,1,3,1,1,7,10,18,3,N,2,4347
4348,2,4,1,1,3,8,72,2,N,2,4348
4349,1,4,1,1,5,2,7,3,N,2,4349
4350,1,4,1,1,3,11,27,3,N,2,4350
4351,1,N,1,1,N,3,72,3,N,2,4351
4352,2,N,2,1,7,8,33,3,N,2,4352
4353,1,N,1,1,6,2,42,2,N,2,4353
4354,2,4,1,1,3,7,64,3,N,2,4354
4355,1,N,1,1,4,3,54,3,N,2,4355
4356,2,3,2,1,4,10,22,2,5,2,4356
4357,2,3,1,1,9,1,10,3,N,2,4357
4358,2,5,1,1,4,12,36,3,5,2,4358
4359,2,4,1,1,4,4,81,1,N,2,4359
4360,1,2,1,1,3,6,29,1,N,2,4360
4361,2,6,1,1,1,5,89,3,N,2,4361
4362,2,5,1,1,N,8,13,3,N,2,4362
4363,1,3,1,1,0,5,79,3,N,2,4363
4364,2,1,1,1,8,9,61,3,N,2,4364
4365,1,N,1,2,2,8,31,1,N,2,4365
4366,1,3,1,1,4,8,43,1,N,2,4366
4367,1,1,2,1,2,9,66,2,N,2,4367
4368,1,5,1,1,8,4,76,3,N,2,4368
4369,1,N,1,1,6,3,2,2,N,2,4369
4370,1,1,1,1,7,8,52,1,N,2,4370
4371,2,N,1,1,8,3,36,3,2,2,4371
4372,2,1,2,1,9,6,25,3,N,2,4372
4373,2,5,1,1,N,3,1,1,N,2,4373
4374,2,6,1,1,0,9,35,3,N,2,4374
4375,1,4,1,1,4,7,47,3,N,2,4375
4376,2,N,1,1,N,1,21,2,N,2,4376
4377,2,6,1,1,1,7,62,3,N,2,4377
4378,1,3,1,1,9,4,49,3,N,2,4378
4379,1,6,1,1,8,1,72,3,N,2,4379
4380,2,4,1,1,0,7,66,3,N,2,4380
4381,1,1,1,1,7,8,38,3,N,2,4381
4382,2,2,1,1,4,8,45,3,N,2,4382
4383,1,N,1,1,N,N,20,1,5,2,4383
4384,1,3,1,1,8,10,63,3,N,2,4384
4385,2,1,1,1,N,11,1,2,N,2,4385
4386,2,3,1,1,8,1,41,1,N,2,4386
4387,2,4,1,1,1,5,74,3,N,2,4387
4388,2,2,1,1,9,7,25,3,N,2,4388
4389,2,5,1,1,5,2,25,3,N,2,4389
4390,1,1,1,1,0,12,8,3,N,2,4390
4391,2,5,1,1,N,3,14,3,N,2,4391
4392,1,3,1,2,9,7,64,1,N,2,4392
4393,2,6,1,1,1,7,68,3,N,2,4393
4394,2,5,1,1,6,4,44,3,N,2,4394
4395,2,6,1,2,0,5,84,1,N,2,4395
4396,2,1,2,1,9,1,53,3,N,2,4396
4397,1,3,1,1,4,5,66,1,N,2,4397
4398,2,6,1,1,5,8,41,3,N,2,4398
4399,2,5,1,1,4,10,4,3,N,2,4399
4400,2,3,1,1,8,6,48,3,N,2,4400
4401,2,N,1,1,4,10,51,3,N,2,4401
4402,1,3,1,1,4,4,40,3,N,2,4402
4403,2,3,2,1,0,10,13,2,5,2,4403
4404,1,N,1,1,8,3,5,3,N,2,4404
4405,2,N,1,1,7,3,14,1,N,2,4405
4406,2,5,1,1,6,12,4,3,N,2,4406
4407,2,3,1,1,1,9,31,2,N,2,4407
4408,1,5,1,1,7,3,14,1,N,2,4408
4409,2,3,1,1,9,1,43,3,N,2,4409
4410,1,5,1,1,N,4,5,1,N,2,4410
4411,2,5,1,1,6,12,8,2,N,2,4411
4412,1,2,1,1,6,4,14,3,N,2,4412
4413,1,3,1,1,N,10,8,3,N,2,4413
4414,2,4,1,1,7,10,1,3,N,2,4414
4415,1,4,1,1,2,4,46,3,N,2,4415
4416,2,6,1,1,0,5,50,3,N,2,4416
4417,2,4,4,1,9,4,25,3,N,2,4417
4418,1,1,1,1,8,7,85,3,N,2,4418
4419,1,1,1,1,4,7,36,3,N,2,4419
4420,2,1,1,1,2,5,74,3,N,2,4420
4421,2,2,1,1,6,4,36,3,N,2,4421
4422,2,3,4,1,9,1,30,3,N,2,4422
4423,1,1,1,1,5,8,74,3,N,2,4423
4424,1,N,1,1,7,1,83,3,N,2,4424
4425,2,5,2,1,N,6,26,2,N,2,4425
4426,1,N,1,1,4,12,85,2,5,2,4426
4427,2,4,3,1,1,5,35,3,N,2,4427
4428,2,4,1,1,8,8,58,3,5,2,4428
4429,1,3,2,1,5,N,11,3,N,2,4429
4430,2,1,1,1,3,8,76,3,N,2,4430
4431,2,6,2,1,1,8,93,3,5,2,4431
4432,1,N,1,1,6,12,72,1,5,2,4432
4433,2,2,1,1,9,9,86,3,5,2,4433
4434,1,5,1,1,4,6,88,2,N,2,4434
4435,2,4,1,1,5,11,53,1,5,2,4435
4436,2,1,1,1,5,11,16,1,N,2,4436
4437,1,4,1,1,3,6,44,3,N,2,4437
4438,1,1,1,1,1,6,69,1,N,2,4438
4439,2,N,1,1,6,12,18,3,N,2,4439
4440,1,1,1,1,N,2,7,3,N,2,4440
4441,2,3,1,1,5,9,19,1,N,2,4441
4442,1,3,1,1,5,12,14,3,N,2,4442
4443,2,2,1,1,8,4,20,3,N,2,4443
4444,1,1,1,1,7,6,25,3,N,2,4444
4445,1,4,1,1,5,3,54,3,N,2,4445
4446,2,2,1,1,0,8,42,2,N,2,4446
4447,1,5,1,1,6,2,6,1,N,2,4447
4448,2,3,1,1,5,10,73,2,N,2,4448
4449,1,4,1,1,7,7,85,1,N,2,4449
4450,2,6,6,1,1,7,83,3,N,2,4450
4451,1,4,1,1,N,2,0,3,5,2,4451
4452,2,N,1,1,6,3,20,2,N,2,4452
4453,1,2,1,1,0,7,61,2,N,2,4453
4454,1,6,1,1,2,9,40,3,N,2,4454
4455,1,N,1,1,6,6,32,1,N,2,4455
4456,2,5,1,1,6,5,73,3,N,2,4456
4457,2,1,1,1,N,12,13,3,N,2,4457
4458,1,5,1,1,4,6,40,3,N,2,4458
4459,2,3,1,1,0,7,48,2,N,2,4459
4460,2,3,2,1,7,5,18,3,N,2,4460
4461,1,5,1,1,N,3,72,2,N,2,4461
4462,2,3,1,1,4,8,33,3,N,2,4462
4463,1,3,1,1,0,5,33,3,N,2,4463
4464,1,N,1,1,6,3,64,2,5,2,4464
4465,2,6,1,2,8,8,31,3,N,2,4465
4466,2,1,1,1,8,4,68,1,N,2,4466
4467,1,1,1,1,9,8,56,1,5,2,4467
4468,2,1,1,1,8,8,51,1,N,2,4468
4469,1,5,1,1,4,N,32,1,N,2,4469
4470,2,3,1,1,2,8,19,3,N,2,4470
4471,1,2,1,1,7,6,65,3,N,2,4471
4472,2,2,1,1,9,5,28,3,N,2,4472
4473,2,4,1,1,4,7,43,2,N,2,4473
4474,1,1,1,1,N,8,49,1,N,2,4474
4475,1,4,1,1,4,6,25,3,N,2,4475
4476,1,2,1,1,4,9,67,3,N,2,4476
4477,1,1,1,1,5,3,48,2,N,2,4477
4478,1,1,2,1,8,1,13,1,N,2,4478
4479,1,6,1,1,9,5,57,3,N,2,4479
4480,2,1,1,1,2,3,17,3,N,2,4480
4481,1,6,1,1,8,7,84,1,N,2,4481
4482,1,3,1,1,9,8,63,1,N,2,4482
4483,2,4,1,1,1,9,75,2,N,2,4483
4484,1,2,1,1,1,4,64,3,N,2,4484
4485,1,2,4,1,4,9,42,3,N,2,4485
4486,1,4,1,1,2,7,45,1,N,2,4486
4487,1,6,1,1,3,7,41,3,N,2,4487
4488,2,3,1,1,N,8,21,1,N,2,4488
4489,1,3,1,1,3,6,64,1,N,2,4489
4490,1,2,1,1,3,8,64,2,N,2,4490
4491,2,1,1,1,8,10,27,3,N,2,4491
4492,1,3,3,1,8,4,20,3,N,2,4492
4493,1,N,1,1,4,6,71,3,N,2,4493
4494,1,N,1,1,N,11,9,3,N,2,4494
4495,1,4,6,1,9,6,52,3,N,2,4495
4496,2,N,1,1,N,6,40,1,N,2,4496
4497,2,4,2,1,5,7,40,1,N,2,4497
4498,2,5,1,1,N,10,29,3,N,2,4498
4499,1,2,1,1,1,9,25,3,N,2,4499
4500,2,4,1,1,9,9,85,3,N,2,4500
4501,1,N,1,1,N,6,27,3,N,2,4501
4502,1,3,1,1,N,12,2,3,N,2,4502
4503,1,4,1,1,3,7,84,1,N,2,4503
4504,1,1,1,1,7,4,60,3,5,2,4504
4505,2,2,2,1,0,7,76,3,N,2,4505
4506,2,6,4,1,8,8,56,3,N,2,4506
4507,1,5,1,1,8,8,31,3,N,2,4507
4508,1,5,1,1,3,7,63,3,5,2,4508
4509,2,1,2,1,2,12,39,3,N,2,4509
4510,2,1,1,1,N,6,13,3,N,2,4510
4511,2,5,1,1,6,4,27,3,N,2,4511
4512,2,6,1,1,3,5,64,3,N,2,4512
4513,2,3,1,1,9,4,29,3,N,2,4513
4514,2,5,1,1,6,5,36,3,5,2,4514
4515,2,6,1,1,9,7,56,3,N,2,4515
4516,1,4,1,1,7,6,69,3,N,2,4516
4517,2,4,1,1,3,5,66,3,5,2,4517
4518,2,1,1,1,N,7,44,1,N,2,4518
4519,2,6,1,1,3,9,73,3,N,2,4519
4520,2,2,1,1,0,5,81,1,N,2,4520
4521,2,3,1,1,2,5,72,1,N,2,4521
4522,2,4,1,1,5,4,37,3,N,2,4522
4523,1,6,2,1,7,5,29,1,N,2,4523
4524,2,3,1,1,0,7,46,1,N,2,4524
4525,2,1,1,1,4,4,56,3,N,2,4525
4526,2,2,2,1,0,3,52,3,N,2,4526
4527,1,3,1,2,N,12,29,1,2,2,4527
4528,1,5,1,1,N,6,39,3,N,2,4528
4529,1,1,1,2,4,11,19,1,5,2,4529
4530,1,2,1,1,8,7,13,3,N,2,4530
4531,2,1,1,1,5,7,15,1,N,2,4531
4532,2,2,1,1,6,7,55,3,N,2,4532
4533,1,6,2,1,0,5,90,1,N,2,4533
4534,1,5,1,1,N,10,26,3,N,2,4534
4535,1,4,1,1,2,8,23,2,N,2,4535
4536,2,1,1,1,9,6,34,3,N,2,4536
4537,2,N,1,1,6,11,10,2,N,2,4537
4538,2,4,1,1,4,5,67,3,N,2,4538
4539,2,N,1,1,N,9,33,1,N,2,4539
4540,2,N,1,1,8,10,49,1,N,2,4540
4541,2,6,1,1,5,5,32,3,N,2,4541
4542,1,2,1,1,3,7,68,3,5,2,4542
4543,2,2,1,1,0,1,50,3,N,2,4543
4544,1,1,1,1,N,5,16,3,N,2,4544
4545,1,2,1,1,1,7,29,3,N,2,4545
4546,2,4,1,1,1,5,36,3,N,2,4546
4547,2,5,1,2,6,7,67,3,5,2,4547
4548,2,2,1,1,4,9,56,3,N,2,4548
4549,1,1,1,1,2,6,29,3,N,2,4549
4550,1,2,1,1,2,6,66,3,N,2,4550
4551,1,N,2,1,4,5,76,3,N,2,4551
4552,2,6,2,1,3,9,20,3,N,2,4552
4553,1,N,1,1,N,3,15,2,5,2,4553
4554,1,3,1,1,N,11,16,3,N,2,4554
4555,1,4,1,1,0,9,67,3,5,2,4555
4556,1,5,1,1,8,3,6,3,N,2,4556
4557,2,2,1,1,4,9,12,3,5,2,4557
4558,2,2,1,1,2,7,71,3,N,2,4558
4559,1,5,1,1,N,8,13,2,N,2,4559
4560,2,4,1,1,2,8,72,3,N,2,4560
4561,1,6,1,1,0,7,52,3,N,2,4561
4562,1,N,1,1,6,6,52,3,N,2,4562
4563,2,3,1,1,8,7,52,1,N,2,4563
4564,2,3,1,1,5,8,18,3,N,2,4564
4565,2,5,1,1,N,9,66,1,N,2,4565
4566,2,N,2,1,N,11,40,3,5,2,4566
4567,2,1,1,1,6,2,5,3,N,2,4567
4568,1,4,1,1,8,5,17,3,N,2,4568
4569,1,4,1,1,3,5,36,3,N,2,4569
4570,2,1,1,1,8,3,41,1,N,2,4570
4571,1,4,2,1,7,3,0,3,N,2,4571
4572,2,2,2,1,2,12,10,3,N,2,4572
4573,2,4,1,1,N,5,74,3,N,2,4573
4574,1,6,1,1,1,5,26,3,N,2,4574
4575,2,6,1,1,3,8,42,3,N,2,4575
4576,2,6,1,1,9,9,67,3,N,2,4576
4577,2,6,1,1,8,9,21,3,N,2,4577
4578,2,5,1,1,5,5,89,3,N,2,4578
4579,1,4,1,1,2,10,23,3,N,2,4579
4580,1,2,1,1,6,7,18,3,N,2,4580
4581,1,2,1,1,3,4,35,3,N,2,4581
4582,2,3,1,1,7,3,41,3,N,2,4582
4583,2,2,1,1,0,5,24,3,N,2,4583
4584,2,3,1,1,8,2,77,2,N,2,4584
4585,1,1,1,1,4,1,36,3,N,2,4585
4586,1,1,1,1,6,1,49,1,N,2,4586
4587,1,2,1,1,3,4,80,3,N,2,4587
4588,1,6,1,1,1,9,16,3,N,2,4588
4589,1,N,1,1,N,1,2,3,N,2,4589
4590,2,2,1,1,0,1,6,3,N,2,4590
4591,2,1,1,1,2,5,65,3,N,2,4591
4592,1,5,1,1,N,11,7,3,N,2,4592
4593,1,3,1,1,6,9,34,3,N,2,4593
4594,1,4,1,1,N,11,67,3,N,2,4594
4595,2,6,1,1,9,5,90,3,N,2,4595
4596,2,1,1,1,8,7,75,3,N,2,4596
4597,2,N,4,1,9,12,13,3,N,2,4597
4598,1,2,1,1,6,12,77,1,N,2,4598
4599,2,2,1,1,8,6,20,3,N,2,4599
4600,2,6,1,1,3,9,72,3,N,2,4600
4601,1,4,3,1,4,12,19,3,N,2,4601
4602,2,N,2,1,7,6,41,3,N,2,4602
4603,1,4,1,1,1,5,91,3,N,2,4603
4604,1,2,1,1,9,5,73,3,N,2,4604
4605,2,N,1,1,6,3,47,1,N,2,4605
4606,2,4,2,1,6,12,47,3,N,2,4606
4607,2,2,1,1,6,5,83,3,N,2,4607
4608,1,2,1,2,0,5,79,3,N,2,4608
4609,1,1,1,1,9,6,37,3,N,2,4609
4610,2,1,1,1,5,12,12,1,N,2,4610
4611,1,N,1,1,N,3,14,2,N,2,4611
4612,1,1,4,1,2,2,16,3,5,2,4612
4613,1,3,1,1,7,6,68,3,N,2,4613
4614,1,2,1,1,0,8,35,3,N,2,4614
4615,1,4,1,1,3,10,20,3,N,2,4615
4616,2,4,1,1,2,5,93,2,N,2,4616
4617,2,N,1,1,6,11,44,1,N,2,4617
4618,1,6,1,1,0,5,81,3,N,2,4618
4619,1,5,1,2,8,1,31,3,5,2,4619
4620,1,2,3,1,8,1,55,2,N,2,4620
4621,1,6,1,1,8,12,0,3,N,2,4621
4622,2,4,1,1,8,7,12,3,N,2,4622
4623,1,4,1,1,9,7,76,3,N,2,4623
4624,1,3,1,1,6,4,18,3,N,2,4624
4625,2,4,2,1,1,6,3,3,N,2,4625
4626,1,6,1,1,1,7,78,3,N,2,4626
4627,2,2,1,1,2,7,46,1,N,2,4627
4628,2,N,1,1,3,10,88,1,N,2,4628
4629,1,5,2,1,6,10,52,3,N,2,4629
4630,1,3,1,1,9,6,40,3,N,2,4630
4631,2,N,1,1,8,11,37,1,N,2,4631
4632,2,2,1,2,6,9,66,3,N,2,4632
4633,1,1,1,1,6,6,22,2,N,2,4633
4634,2,N,2,1,N,11,54,3,5,2,4634
4635,1,6,1,1,0,7,69,1,N,2,4635
4636,1,N,1,1,N,8,12,1,N,2,4636
4637,2,2,1,1,5,10,17,3,N,2,4637
4638,1,5,1,1,7,3,8,2,N,2,4638
4639,1,4,1,1,3,5,57,2,N,2,4639
4640,2,5,1,1,3,4,64,2,N,2,4640
4641,1,3,1,1,N,11,3,3,N,2,4641
4642,1,6,1,2,4,10,89,3,N,2,4642
4643,1,5,1,1,N,6,30,3,N,2,4643
4644,2,6,1,1,3,5,49,3,N,2,4644
4645,2,4,1,1,0,9,72,3,N,2,4645
4646,2,2,1,1,9,5,66,3,N,2,4646
4647,2,5,1,1,8,3,24,3,N,2,4647
4648,1,6,1,1,8,5,45,1,N,2,4648
4649,2,6,1,1,0,7,48,2,N,2,4649
4650,2,1,1,1,6,7,40,3,5,2,4650
4651,2,1,1,1,4,3,11,2,N,2,4651
4652,2,2,2,1,4,7,73,3,N,2,4652
4653,2,2,1,1,5,9,27,3,N,2,4653
4654,2,3,1,1,3,7,85,3,N,2,4654
4655,2,1,1,1,4,10,34,3,N,2,4655
4656,2,4,1,1,4,7,60,3,N,2,4656
4657,2,5,1,1,5,7,51,3,N,2,4657
4658,2,6,1,1,1,9,75,3,N,2,4658
4659,1,4,1,1,0,4,53,3,N,2,4659
4660,2,5,1,1,N,4,40,3,N,2,4660
4661,2,N,1,1,5,1,21,3,N,2,4661
4662,1,6,1,1,9,6,14,3,N,2,4662
4663,1,5,1,1,2,6,29,3,5,2,4663
4664,2,6,1,1,7,9,22,2,N,2,4664
4665,2,3,1,1,6,4,30,3,N,2,4665
4666,1,5,1,1,3,6,72,3,5,2,4666
4667,2,3,1,1,5,8,52,3,5,2,4667
4668,1,N,1,1,3,1,60,2,N,2,4668
4669,2,2,1,1,3,5,89,3,5,2,4669
4670,1,5,1,1,0,4,72,3,5,2,4670
4671,2,3,1,1,5,7,44,1,N,2,4671
4672,2,3,1,1,0,7,90,1,N,2,4672
4673,2,2,3,1,0,5,63,3,N,2,4673
4674,1,5,1,1,5,1,55,2,N,2,4674
4675,1,3,1,1,6,9,65,2,5,2,4675
4676,1,6,1,1,1,5,35,3,N,2,4676
4677,2,2,1,1,9,9,35,2,N,2,4677
4678,2,4,1,1,2,6,48,3,N,2,4678
4679,1,6,1,1,3,3,38,3,N,2,4679
4680,1,2,1,1,3,6,21,3,5,2,4680
4681,1,6,1,1,5,9,55,3,N,2,4681
4682,2,5,2,1,1,6,72,3,N,2,4682
4683,1,1,1,1,N,10,23,3,N,2,4683
4684,2,1,1,1,9,4,77,1,N,2,4684
4685,1,2,1,1,3,5,43,3,N,2,4685
4686,2,3,1,1,6,12,15,3,N,2,4686
4687,2,6,1,1,9,1,23,3,N,2,4687
4688,2,6,1,1,1,8,30,3,N,2,4688
4689,1,5,2,1,5,N,24,1,N,2,4689
4690,1,1,1,1,5,5,32,3,N,2,4690
4691,1,6,1,1,8,4,47,3,N,2,4691
4692,1,1,1,1,6,4,19,3,N,2,4692
4693,1,3,1,1,7,8,42,3,N,2,4693
4694,2,3,1,1,2,1,60,3,N,2,4694
4695,2,N,1,1,6,12,16,3,N,2,4695
4696,2,4,1,1,3,12,9,3,N,2,4696
4697,1,6,1,1,7,5,40,3,N,2,4697
4698,2,3,1,1,7,9,14,3,5,2,4698
4699,2,2,1,1,6,3,25,3,N,2,4699
4700,2,5,1,1,6,12,77,2,N,2,4700
4701,2,2,1,1,9,5,91,2,5,2,4701
4702,2,6,1,1,0,9,32,1,5,2,4702
4703,1,1,1,1,4,4,9,3,N,2,4703
4704,1,5,5,1,7,6,6,1,N,2,4704
4705,2,2,1,1,9,5,89,3,N,2,4705
4706,2,N,2,1,8,11,74,3,N,2,4706
4707,1,2,4,1,5,4,33,3,N,2,4707
4708,2,2,1,1,8,7,30,3,N,2,4708
4709,2,4,1,1,2,6,56,3,N,2,4709
4710,1,5,1,1,4,3,24,1,N,2,4710
4711,2,3,1,1,7,10,63,3,N,2,4711
4712,1,3,1,1,N,8,22,2,5,2,4712
4713,1,6,2,1,9,8,38,2,N,2,4713
4714,2,6,1,1,1,5,80,3,N,2,4714
4715,1,1,1,1,3,4,29,3,N,2,4715
4716,2,6,1,1,1,7,51,3,N,2,4716
4717,2,4,1,1,5,9,51,3,N,2,4717
4718,1,3,1,1,0,7,64,3,N,2,4718
4719,2,N,1,1,8,4,44,1,5,2,4719
4720,2,N,1,1,N,1,7,3,N,2,4720
4721,2,6,1,1,1,5,73,3,N,2,4721
4722,1,6,2,1,1,5,61,3,N,2,4722
4723,2,3,2,1,N,10,2,3,N,2,4723
4724,2,5,1,1,2,8,91,1,N,2,4724
4725,1,4,1,1,9,5,83,3,N,2,4725
4726,2,5,1,1,N,11,3,3,N,2,4726
4727,1,3,1,1,7,1,62,3,N,2,4727
4728,1,3,1,1,8,1,16,3,N,2,4728
4729,2,4,1,1,6,8,9,3,N,2,4729
4730,1,3,1,1,5,11,20,1,N,2,4730
4731,1,N,2,1,5,N,17,3,5,2,4731
4732,2,6,1,1,9,9,84,3,N,2,4732
4733,2,3,1,1,6,5,11,3,N,2,4733
4734,1,5,1,1,8,7,69,3,5,2,4734
4735,2,6,1,1,3,5,61,3,N,2,4735
4736,1,4,1,1,7,8,50,2,5,2,4736
4737,1,3,1,1,N,4,29,3,5,2,4737
4738,2,N,1,1,N,N,34,2,N,2,4738
4739,2,6,1,1,4,8,28,1,N,2,4739
4740,1,1,1,1,5,5,30,3,N,2,4740
4741,2,N,1,1,N,3,26,1,N,2,4741
4742,2,5,1,1,6,7,72,3,N,2,4742
