,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP
11990,1,1,9,2,N,3,0,51-51255,N
11991,2,2,6,1,0,4,0,13-04600,N
11992,1,6,2,1,N,3,0,24-01004,N
11993,1,5,2,1,0,5,0,28-01100,8680
11994,2,N,9,1,7,9,0,29-01901,N
11995,2,2,2,1,N,N,0,13-04600,6670
11996,2,1,1,1,0,5,0,08-00803,7780
11997,1,1,1,2,4,10,0,24-01004,9170
11998,1,3,1,2,9,9,0,01-01301,N
11999,2,6,2,2,0,4,1,24-01004,4670
12000,2,1,1,1,6,12,0,26-02702,N
12001,1,6,5,1,8,10,0,08-00803,7870
12002,2,4,1,2,1,5,0,26-02702,7270
12003,1,5,1,1,N,3,0,17-03531,N
12004,2,N,2,1,N,3,0,51-01301,7380
12005,1,N,1,0,3,7,0,38-00100,4971
12006,2,N,6,1,3,9,0,06-08507,2190
12007,1,1,1,1,7,9,0,17-03531,N
12008,1,4,2,1,9,9,0,06-08507,N
12009,2,N,3,2,N,3,2,17-03531,7390
12010,1,6,1,1,N,3,0,51-51255,7860
12011,1,1,2,1,7,10,0,51-01301,N
12012,2,3,2,2,N,3,0,30-00600,4971
12013,2,4,2,2,8,9,0,24-01004,7390
12014,2,1,1,2,N,1,0,29-01901,8470
12015,2,1,1,2,3,9,0,40-00200,N
12016,1,N,1,2,6,7,0,08-00803,6480
12017,2,1,2,1,0,5,0,36-03710,6490
12018,1,6,1,0,5,7,0,08-00803,8191
12019,1,6,6,1,6,9,0,06-08507,8680
12020,1,1,6,0,5,5,0,36-04010,7460
12021,1,6,1,1,N,3,0,28-01100,5170
12022,2,6,1,1,8,10,0,19-01700,3780
12023,2,6,3,2,N,3,0,29-01901,N
12024,2,5,1,1,6,10,0,30-00600,770
12025,2,4,2,2,1,7,0,17-03529,7670
12026,2,2,2,2,0,4,4,36-03710,5170
12027,2,1,1,1,9,5,4,29-01901,N
12028,1,6,1,2,N,2,0,17-03529,N
12029,1,4,2,1,8,5,0,06-08507,7970
12030,2,N,1,1,7,7,0,38-00100,N
12031,1,1,1,1,9,9,0,17-03531,N
12032,2,N,1,0,0,4,0,06-08507,7290
12033,2,N,1,1,9,9,0,01-01301,180
12034,2,6,2,2,N,1,0,13-04600,N
12035,2,6,1,1,9,9,0,06-08507,7290
12036,1,6,1,1,9,9,0,28-01100,8191
12037,2,6,1,1,6,4,1,32-00405,8680
12038,1,1,1,1,8,11,0,24-01004,2390
12039,2,1,2,2,9,12,0,24-01004,N
12040,1,1,2,1,8,9,0,51-51255,N
12041,1,1,1,0,2,7,0,17-03529,N
12042,1,1,1,1,0,5,0,26-02702,7870
12043,1,6,3,2,0,9,0,17-03529,9160
12044,2,6,3,1,3,9,0,36-04010,N
12045,2,6,1,2,8,5,0,36-03710,8680
12046,2,6,2,1,8,11,1,32-00405,4080
12047,1,1,1,1,6,7,0,01-01301,7860
12048,2,1,1,2,6,3,0,51-51255,N
12049,2,1,2,2,N,1,0,51-01301,8660
12050,2,1,1,1,4,7,0,24-01004,7460
12051,2,6,2,1,1,5,0,08-00803,N
12052,2,N,8,1,2,9,0,51-51255,7390
12053,1,N,6,0,0,7,1,38-00100,8680
12054,2,4,1,1,N,3,0,26-02702,N
12055,1,N,1,1,9,9,0,24-01004,4080
12056,2,2,9,2,2,4,0,17-03531,9390
12057,1,1,1,1,6,10,0,40-00200,N
12058,2,4,2,1,N,N,0,38-00100,3070
12059,1,6,1,2,N,N,0,06-08507,3390
12060,2,6,1,2,7,8,0,17-03529,7460
12061,2,1,6,1,9,11,0,13-04600,8590
12062,2,1,2,2,4,9,0,36-04010,N
12063,1,N,1,2,N,2,0,51-01301,N
12064,2,2,1,2,7,9,2,32-00405,N
12065,1,6,2,1,N,3,0,40-00200,N
12066,2,3,1,1,5,8,0,30-00600,9370
12067,1,N,1,1,N,3,0,36-04010,8090
12068,1,N,2,1,0,10,0,32-00405,3570
12069,2,4,6,2,5,9,0,13-04600,N
12070,2,N,1,0,0,6,0,19-01700,180
12071,2,1,2,1,9,11,0,24-01004,N
12072,2,6,1,2,N,1,0,51-01301,N
12073,2,1,1,1,N,3,1,32-00405,7470
12074,2,1,2,2,2,5,0,06-08507,9180
12075,2,1,1,1,4,8,0,26-02702,N
12076,2,6,1,2,0,10,0,30-00600,N
12077,1,1,1,2,6,8,2,06-08507,2190
12078,2,1,1,1,6,7,0,28-01100,N
12079,1,6,2,2,N,2,0,06-07502,7460
12080,2,N,2,2,8,9,0,01-01301,5170
12081,2,N,1,2,N,N,1,06-08507,N
12082,1,3,1,1,2,3,4,36-03710,6992
12083,1,1,2,1,5,9,0,30-00600,6080
12084,2,6,1,1,5,8,1,32-00405,N
12085,2,1,1,2,N,3,0,24-01004,6890
12086,1,6,1,1,2,8,0,06-07502,5170
12087,1,6,1,2,N,2,0,51-01301,9590
12088,1,6,1,1,9,9,1,38-00100,1290
12089,2,N,1,1,2,9,0,36-04010,N
12090,2,1,1,1,N,3,0,13-04600,N
12091,2,6,2,1,7,10,0,13-04600,7890
12092,2,6,1,1,6,9,1,51-01301,8770
12093,1,6,2,1,6,7,0,38-00100,N
12094,2,N,1,1,3,9,0,17-03529,7870
12095,2,3,1,1,1,10,0,19-01700,N
12096,2,5,1,1,0,3,0,17-03531,N
12097,1,N,2,1,0,9,0,13-04600,6290
12098,2,6,3,1,8,12,0,30-00600,9160
12099,2,6,2,2,1,3,0,26-02702,570
12100,1,N,1,1,5,9,0,51-51255,5280
12101,1,6,3,1,0,3,0,19-01700,8370
12102,2,4,2,1,N,3,0,51-51255,490
12103,1,1,1,1,4,7,0,40-00200,N
12104,2,6,1,1,4,7,0,01-01301,N
12105,1,1,1,1,9,9,0,30-00600,N
12106,2,6,1,2,8,9,1,06-07502,5170
12107,1,1,1,2,3,7,0,38-00100,N
12108,2,1,1,2,5,5,0,06-08507,N
12109,2,N,1,1,2,8,0,38-00100,770
12110,2,3,1,1,9,9,0,19-01700,8370
12111,2,N,1,2,N,4,0,28-01100,7870
12112,2,3,2,2,7,7,0,13-04600,4380
12113,2,3,3,1,4,5,0,24-01004,8680
12114,1,N,1,1,2,10,0,08-00803,8563
12115,1,N,2,2,3,7,0,06-08507,N
12116,1,6,2,1,9,7,0,38-00100,8680
12117,1,1,1,1,N,3,0,06-08507,7071
12118,2,1,1,1,4,5,0,08-00803,9680
12119,2,6,1,1,N,3,0,32-00405,N
12120,1,2,2,2,2,5,1,32-00405,8680
12121,2,6,1,1,N,3,1,32-00405,8290
12122,1,N,2,2,4,10,0,38-00100,N
12123,1,1,1,1,8,10,0,19-01700,N
12124,2,1,1,1,8,12,0,28-01100,6370
12125,2,3,2,1,9,10,0,17-03529,N
12126,2,N,2,2,4,9,0,38-00100,490
12127,1,1,1,1,2,1,0,40-00200,N
12128,1,6,1,1,0,10,2,08-00803,N
12129,2,6,6,2,7,9,0,29-01901,5593
12130,1,1,1,1,6,10,0,40-00200,N
12131,2,1,6,0,N,8,0,26-02702,N
12132,2,N,1,1,6,10,4,36-03710,8680
12133,1,1,1,2,5,5,0,08-00803,3580
12134,2,4,2,1,4,9,0,38-00100,N
12135,1,1,3,2,7,10,0,06-08507,N
12136,1,6,1,2,1,5,0,08-00803,6770
12137,2,6,8,1,1,9,0,24-01004,N
12138,1,N,1,0,0,7,0,01-01301,N
12139,2,1,1,2,0,7,0,06-07502,6570
12140,1,1,1,2,0,3,0,51-01301,7390
12141,2,3,2,1,9,9,0,26-02702,7870
12142,2,1,3,1,4,3,0,30-00600,N
12143,1,6,1,2,1,7,0,17-03531,8191
12144,2,1,1,1,2,7,4,36-04010,N
12145,1,1,6,0,1,7,0,32-00405,8590
12146,1,6,1,2,2,4,0,28-01100,6470
12147,2,1,2,1,3,9,0,32-00405,N
12148,2,6,1,2,9,10,0,19-01700,2970
12149,2,N,8,2,3,7,1,32-00405,8660
12150,2,6,1,0,2,7,0,13-04600,9570
12151,1,6,2,0,1,6,0,30-00600,N
12152,2,2,1,1,9,4,0,08-00803,2970
12153,2,5,2,2,4,7,0,08-00803,3370
12154,1,6,6,2,8,11,0,38-00100,9480
12155,2,1,1,1,N,3,0,30-00600,180
12156,2,2,2,1,8,5,0,51-01301,N
12157,1,6,6,1,3,9,0,30-00600,N
12158,2,1,1,0,2,7,0,29-01901,8590
12159,2,6,9,2,4,3,4,08-00803,6080
12160,2,N,3,2,6,1,0,17-03529,3790
12161,2,1,2,1,6,5,0,51-01301,N
12162,1,4,1,1,7,7,0,08-00803,4690
12163,1,1,1,2,0,7,0,17-03529,6770
12164,1,1,1,1,N,1,0,17-03529,N
12165,1,6,1,2,8,9,0,13-04600,N
12166,2,6,8,2,0,7,0,01-01301,9070
12167,1,6,1,1,N,3,0,38-00100,3365
12168,2,4,2,1,9,9,0,13-04600,N
12169,2,6,1,2,8,10,0,51-51255,6970
12170,2,6,2,1,7,9,0,40-00200,N
12171,2,6,1,0,1,7,0,06-08507,3780
12172,1,6,3,1,N,3,2,36-03710,N
12173,1,1,6,1,4,10,0,01-01301,9590
12174,1,1,2,1,0,5,0,30-00600,N
12175,1,6,3,0,1,7,0,08-00803,7770
12176,2,4,2,2,2,7,0,38-00100,8770
12177,1,4,1,1,3,5,4,08-00803,7870
12178,1,5,1,1,9,5,0,38-00100,770
12179,2,1,1,1,9,7,0,51-01301,N
12180,1,1,6,1,8,5,0,38-00100,490
12181,1,6,1,0,1,10,0,29-01901,5391
12182,2,2,2,1,3,7,0,24-01004,N
12183,2,N,2,0,0,6,0,26-02702,N
12184,2,N,2,2,2,9,0,26-02702,8590
12185,2,4,1,1,0,3,0,38-00100,770
12186,2,1,1,2,0,4,0,24-01004,8191
12187,2,6,1,2,3,9,0,28-01100,9690
12188,1,1,1,2,4,4,0,17-03529,N
12189,1,1,1,1,9,9,0,28-01100,4490
12190,2,N,1,1,6,7,0,19-01700,8680
12191,2,1,6,2,1,5,0,19-01700,N
12192,2,6,1,1,9,9,0,17-03529,N
12193,2,1,1,1,3,9,0,36-03710,N
12194,1,1,2,1,1,7,0,30-00600,N
12195,2,6,2,1,6,8,4,51-51255,7270
12196,2,1,1,2,9,9,4,36-03710,1990
12197,2,1,1,1,5,7,0,26-02702,N
12198,2,6,2,1,1,7,0,38-00100,7860
12199,2,4,1,1,7,9,0,38-00100,7860
12200,1,6,2,1,6,9,0,30-00600,7860
12201,2,N,1,1,0,7,0,30-00600,8470
12202,1,N,2,2,0,3,0,24-01004,7380
12203,2,3,2,0,1,7,0,24-01004,7380
12204,1,4,1,1,8,9,0,28-01100,N
12205,2,1,1,2,1,5,0,30-00600,170
12206,2,1,2,1,1,7,0,51-01301,9470
12207,2,3,1,2,7,9,0,28-01100,7860
12208,1,1,6,0,1,4,0,24-01004,N
12209,2,4,1,1,7,9,0,36-04010,8660
12210,2,4,2,1,9,11,0,26-02702,8680
12211,2,N,2,2,3,5,0,24-01004,9590
12212,1,6,2,1,0,7,1,32-00405,8380
12213,2,6,1,2,9,10,0,24-01004,8680
12214,2,6,1,1,0,7,0,26-02702,8191
12215,1,1,2,1,2,7,1,36-03710,9380
12216,1,1,1,1,3,6,4,32-00405,8370
12217,2,N,9,2,N,N,1,32-00405,N
12218,1,N,1,2,1,7,4,36-03710,N
12219,2,6,6,0,0,7,0,24-01004,N
12220,2,1,2,2,3,5,0,01-01301,N
12221,2,6,1,1,0,5,0,01-01301,N
12222,2,N,6,2,5,4,0,17-03529,N
12223,1,N,2,0,3,5,0,36-04010,N
12224,1,1,1,2,N,3,0,38-00100,N
12225,1,N,1,1,N,3,0,19-01700,N
12226,2,1,1,0,0,7,0,40-00200,6170
12227,1,1,1,1,8,12,0,06-08507,3980
12228,2,1,6,2,9,9,0,32-00405,8370
12229,2,6,1,2,4,7,0,51-01301,8590
12230,1,N,1,0,0,4,0,24-01004,3490
12231,2,6,2,2,4,1,0,40-00200,N
12232,2,6,2,2,2,5,4,36-03710,N
12233,2,6,2,1,6,12,0,28-01100,9160
12234,2,1,1,1,N,3,4,51-51255,9070
12235,2,1,6,2,9,9,0,30-00600,770
12236,1,N,2,2,N,N,0,08-00803,7770
12237,2,1,1,1,9,11,0,17-03531,N
12238,2,4,1,1,N,3,0,01-01301,N
12239,1,N,2,2,7,11,0,38-00100,5790
12240,2,N,1,0,2,7,0,30-00600,7860
12241,1,6,1,1,7,9,0,08-00803,7380
12242,2,1,1,2,0,9,4,51-51255,3370
12243,2,6,1,2,7,5,0,06-08507,770
12244,1,6,1,1,5,6,0,24-01004,9920
12245,2,5,2,1,6,7,0,26-02702,N
12246,2,6,8,1,0,7,0,51-51255,9480
12247,1,N,3,2,7,10,0,36-04010,8680
12248,1,6,1,1,4,4,0,17-03531,8680
12249,1,2,1,1,N,3,0,40-00200,N
12250,2,1,2,2,7,9,0,36-04010,4880
12251,1,1,2,2,N,3,0,38-00100,7290
12252,1,2,1,1,6,9,0,51-51255,7870
12253,2,4,6,0,2,5,0,13-04600,6290
12254,1,6,1,1,7,7,0,30-00600,N
12255,2,1,1,1,7,10,0,28-01100,8270
12256,1,1,1,1,2,10,0,13-04600,N
12257,1,6,2,2,5,9,0,40-00200,8191
12258,2,1,1,1,6,5,0,38-00100,4270
12259,2,1,1,1,7,5,0,30-00600,6170
12260,2,6,2,2,2,6,0,38-00100,7860
12261,1,1,1,1,9,10,0,06-08507,N
12262,1,6,6,1,9,10,0,06-07502,8191
12263,2,2,2,1,1,4,0,51-01301,7690
12264,2,6,1,1,9,12,0,36-04010,2370
12265,1,4,1,1,4,7,0,08-00803,N
12266,1,6,1,1,6,7,0,24-01004,4580
12267,2,1,1,1,1,4,0,19-01700,9920
12268,2,1,1,2,5,10,1,36-03710,N
12269,1,3,3,2,2,5,0,51-51255,N
12270,2,6,2,1,0,9,0,40-00200,8670
12271,2,1,1,1,6,7,0,51-51255,9480
12272,2,6,2,2,3,8,0,19-01700,8770
12273,1,6,1,1,1,7,0,19-01700,8680
12274,1,N,1,1,7,10,0,36-04010,N
12275,1,6,1,0,0,7,0,06-08507,7380
12276,2,1,2,2,0,7,0,30-00600,7290
12277,2,6,2,2,2,7,0,19-01700,4195
12278,2,6,3,0,4,7,0,06-08507,N
12279,2,1,9,1,9,9,0,51-51255,5180
12280,1,N,6,1,1,7,0,29-01901,370
12281,1,1,1,2,7,10,0,06-08507,N
12282,2,1,1,1,8,7,0,51-01301,N
12283,2,1,1,2,N,3,0,28-01100,1990
12284,2,1,1,2,8,9,0,28-01100,7860
12285,1,6,1,0,3,7,0,24-01004,7390
12286,1,6,1,2,N,3,0,06-07502,7690
12287,2,N,1,1,0,3,0,17-03529,N
12288,2,4,2,2,6,7,0,17-03529,9370
12289,1,2,2,2,N,N,0,40-00200,N
12290,2,N,1,0,8,7,0,13-04600,N
12291,2,4,1,1,0,9,0,38-00100,170
12292,1,6,2,1,7,12,1,32-00405,8660
12293,1,4,6,2,9,11,0,26-02702,8680
12294,2,1,6,1,7,10,0,06-08507,N
12295,2,4,8,2,5,7,0,26-02702,7380
12296,1,1,1,1,3,4,0,28-01100,N
12297,2,6,2,2,7,9,1,51-01301,3490
12298,2,3,1,1,1,9,0,51-01301,N
12299,2,1,1,1,3,10,0,06-07502,7460
12300,1,2,1,1,5,7,0,06-08507,N
12301,2,1,8,2,2,7,0,30-00600,570
12302,1,4,1,0,2,7,0,51-51255,8680
12303,1,6,1,1,9,11,0,08-00803,8680
12304,1,6,3,1,1,4,0,51-51255,7860
12305,2,6,2,2,5,6,0,51-01301,9470
12306,1,6,1,1,9,10,0,24-01004,N
12307,2,1,1,1,9,12,0,51-01301,6470
12308,1,1,1,1,N,N,0,19-01700,9160
12309,2,1,6,2,2,8,0,19-01700,5570
12310,2,4,2,1,4,5,0,29-01901,6390
12311,2,6,1,1,1,4,4,24-01004,7860
12312,2,1,6,1,6,5,0,30-00600,7580
12313,1,3,2,1,9,12,4,32-00405,N
12314,2,N,1,2,N,3,0,32-00405,N
12315,1,N,1,2,2,4,0,06-08507,N
12316,1,1,1,0,0,7,0,51-01301,N
12317,2,6,2,2,9,10,0,30-00600,N
12318,1,6,6,1,8,11,0,06-08507,N
12319,1,4,2,1,9,10,4,13-04600,7390
12320,1,1,1,1,2,8,4,28-01100,8590
12321,1,N,1,1,N,3,0,32-00405,8660
12322,2,N,1,1,8,10,0,51-51255,8370
12323,1,1,1,1,9,9,0,19-01700,3570
12324,2,1,6,2,N,1,0,36-04010,N
12325,1,4,2,2,4,9,0,19-01700,6170
12326,1,1,1,1,9,10,0,28-01100,6370
12327,1,1,1,1,N,3,0,40-00200,N
12328,1,6,1,2,4,4,0,13-04600,1990
12329,2,N,2,2,7,9,0,40-00200,8590
12330,1,3,1,1,8,9,0,51-51255,6970
12331,2,N,1,1,1,7,0,17-03529,N
12332,1,6,2,1,9,11,0,19-01700,N
12333,1,6,1,1,2,5,0,26-02702,7290
12334,2,4,2,2,0,3,0,19-01700,6770
12335,2,5,1,1,5,9,0,26-02702,N
12336,2,4,1,1,4,7,0,36-04010,9370
12337,2,1,6,2,2,3,0,51-01301,7380
12338,2,6,1,1,2,5,0,17-03529,N
12339,1,1,2,1,5,5,0,24-01004,7270
12340,1,1,2,2,8,3,0,26-02702,9490
12341,1,1,2,1,N,3,0,36-04010,N
12342,1,6,2,1,N,3,0,30-00600,N
12343,2,6,1,2,0,5,1,13-04600,7570
12344,2,3,2,1,2,11,0,51-01301,6890
12345,2,6,2,1,0,9,0,38-00100,5391
12346,1,6,1,2,2,9,0,08-00803,N
12347,1,6,3,1,3,5,0,36-04010,8680
12348,2,1,1,2,8,9,0,51-51255,9590
12349,1,2,2,2,2,5,1,32-00405,8660
12350,1,3,2,1,8,9,0,01-01301,7280
12351,1,6,2,2,N,3,0,40-00200,8090
12352,2,1,1,2,N,1,0,36-04010,6870
12353,1,6,2,1,6,9,0,38-00100,8270
12354,2,4,2,0,0,3,0,32-00405,N
12355,1,1,1,2,1,5,0,13-04600,N
12356,2,3,1,2,2,4,0,30-00600,180
12357,2,1,1,2,3,8,0,13-04600,N
12358,2,6,2,1,9,9,0,13-04600,5391
12359,1,N,8,1,4,5,0,51-51255,8680
12360,1,2,2,1,9,12,0,24-01004,8191
12361,1,N,1,1,N,2,0,40-00200,8191
12362,2,1,1,2,0,4,0,17-03529,8680
12363,2,6,2,2,N,2,0,30-00600,1080
12364,1,6,6,2,1,7,0,51-01301,9590
12365,2,2,2,2,2,9,0,06-07502,7280
12366,1,6,1,1,7,10,0,51-01301,N
12367,2,1,1,1,9,10,0,28-01100,N
12368,2,6,2,2,N,N,0,17-03529,1280
12369,1,N,2,1,0,10,0,06-08507,8660
12370,1,1,6,0,2,5,0,32-00405,8564
12371,2,3,1,2,N,3,0,29-01901,5170
12372,2,6,1,1,N,N,0,01-01301,8170
12373,1,N,9,2,5,4,0,51-51255,7690
12374,2,6,1,2,2,7,0,38-00100,N
12375,1,2,6,1,4,9,0,24-01004,9480
12376,2,N,2,1,1,9,0,24-01004,N
12377,2,4,2,1,9,12,0,30-00600,4971
12378,1,2,6,1,7,8,0,24-01004,9290
12379,1,3,1,1,6,9,0,26-02702,770
12380,1,1,1,1,N,1,4,24-01004,6570
12381,2,1,1,1,9,10,0,13-04600,7460
12382,1,N,1,2,N,1,0,51-01301,7970
12383,2,2,2,2,2,8,0,24-01004,7470
12384,1,4,1,2,6,5,0,30-00600,7690
12385,2,1,2,1,9,9,0,38-00100,N
12386,2,N,1,2,0,6,0,08-00803,N
12387,1,6,6,1,9,7,0,30-00600,3365
12388,1,N,2,1,9,9,0,26-02702,7870
12389,1,6,1,2,0,5,0,28-01100,N
12390,1,6,1,1,8,10,0,38-00100,N
12391,1,6,1,2,5,5,4,51-51255,8180
12392,1,6,1,2,4,12,0,29-01901,9470
12393,2,6,2,1,N,1,0,06-07502,7490
12394,1,N,1,2,0,4,0,32-00405,N
12395,1,6,2,2,8,9,0,30-00600,7072
12396,1,1,1,1,7,10,0,30-00600,7860
12397,2,4,1,1,4,10,0,28-01100,N
12398,1,N,1,2,5,9,0,17-03529,N
12399,1,N,1,1,N,2,0,28-01100,N
12400,1,N,2,2,8,9,0,06-08507,2670
12401,1,6,2,2,1,9,4,32-00405,N
12402,1,1,3,1,4,5,0,30-00600,N
12403,1,6,1,0,1,7,0,38-00100,N
12404,2,1,1,1,5,8,0,32-00405,7690
12405,2,1,1,2,5,10,0,32-00405,N
12406,1,2,1,2,2,5,0,51-51255,N
12407,1,6,1,2,7,8,0,51-01301,9160
12408,1,6,1,2,8,9,0,51-51255,N
12409,2,2,2,1,4,10,2,24-01004,8191
12410,1,6,9,2,5,5,1,06-08507,N
12411,2,3,1,1,N,N,0,36-04010,3365
12412,2,N,1,1,7,7,0,01-01301,6480
12413,2,1,1,1,4,5,0,13-04600,N
12414,1,N,1,1,N,1,0,08-00803,5490
12415,2,6,2,1,7,9,0,51-01301,7290
12416,1,5,1,1,N,3,0,36-03710,N
12417,1,6,2,1,N,2,0,17-03529,N
12418,1,1,6,1,N,3,0,06-08507,7860
12419,2,1,1,1,7,7,0,17-03529,7870
12420,1,4,1,2,2,12,0,24-01004,8470
12421,1,1,1,1,4,9,0,36-04010,8170
12422,1,6,1,1,6,2,0,51-51255,N
12423,2,N,2,1,0,7,1,36-03710,7270
12424,2,4,1,2,2,4,0,38-00100,N
12425,2,6,1,2,3,5,0,51-51255,5593
12426,2,6,1,1,2,5,4,51-01301,N
12427,1,1,1,1,4,7,2,36-03710,N
12428,2,6,1,1,4,9,0,40-00200,N
12429,1,1,1,1,2,7,0,06-08507,5180
12430,2,6,2,1,0,4,0,13-04600,9470
12431,2,4,1,0,2,9,0,38-00100,N
12432,1,1,1,1,N,3,0,30-00600,490
12433,2,4,2,1,5,1,0,17-03531,6670
12434,2,N,2,1,9,10,0,13-04600,6870
12435,1,6,1,2,5,9,0,51-51255,6672
12436,1,N,1,1,6,7,0,38-00100,7980
12437,2,1,1,1,0,5,0,36-04010,N
12438,2,1,1,2,8,10,0,29-01901,7870
12439,1,6,1,1,8,8,0,24-01004,N
12440,1,6,2,2,N,1,0,06-08507,N
12441,2,1,8,1,9,10,0,24-01004,6770
12442,1,1,9,1,N,3,0,28-01100,N
12443,1,5,1,1,3,5,0,28-01100,N
12444,1,6,2,2,0,3,0,24-01004,4670
12445,2,6,2,1,0,5,0,36-04010,7860
12446,2,1,1,1,4,5,0,17-03531,8570
12447,1,1,1,1,7,8,0,30-00600,770
12448,2,6,8,1,8,9,0,17-03531,8680
12449,2,1,9,1,N,3,0,17-03529,9920
12450,1,1,1,1,4,7,0,19-01700,8370
12451,1,4,1,1,9,9,0,24-01004,7270
12452,2,1,2,1,9,9,0,30-00600,7860
12453,2,1,1,2,N,4,2,36-03710,7680
12454,2,N,1,1,9,9,0,17-03529,770
12455,2,4,1,1,N,3,0,24-01004,N
12456,2,1,6,1,N,3,0,29-01901,7870
12457,1,1,1,0,1,4,0,29-01901,8191
12458,1,1,1,2,8,9,0,13-04600,1880
12459,2,6,1,1,9,10,0,38-00100,N
12460,2,1,1,1,9,12,2,24-01004,7870
12461,1,6,1,1,1,7,0,06-08507,N
12462,2,6,8,1,N,1,0,28-01100,8470
12463,2,6,3,1,1,4,0,13-04600,8561
12464,1,6,1,2,N,3,0,17-03529,N
12465,2,1,2,1,3,5,0,40-00200,N
12466,2,1,1,2,8,3,0,13-04600,9470
12467,2,4,1,2,9,9,0,40-00200,N
12468,1,N,1,1,0,1,0,40-00200,7770
12469,1,N,2,2,4,5,0,51-01301,7390
12470,2,1,1,1,4,9,0,08-00803,N
12471,2,1,2,2,N,2,0,06-08507,7770
12472,2,1,1,2,5,6,1,19-01700,N
12473,1,6,8,1,8,10,0,28-01100,6380
12474,1,6,2,2,8,9,0,19-01700,7790
12475,2,6,2,1,1,4,0,51-51255,9170
12476,1,6,9,1,5,7,0,08-00803,8590
12477,1,1,2,1,6,9,0,17-03529,7870
12478,1,6,1,2,4,8,0,24-01004,N
12479,2,6,2,1,7,8,0,06-08507,5391
12480,1,1,2,2,5,8,0,19-01700,N
12481,2,4,2,1,6,9,0,29-01901,N
12482,2,1,2,1,6,7,0,29-01901,8191
12483,2,1,1,1,5,7,0,06-07502,N
12484,1,1,2,1,7,9,0,51-51255,9290
12485,2,N,1,1,0,9,0,28-01100,N
12486,2,1,1,2,6,3,0,17-03531,N
12487,2,3,1,1,0,10,0,51-01301,N
12488,2,N,1,2,3,4,0,32-00405,9170
12489,2,N,1,0,3,5,0,08-00803,N
12490,2,N,3,1,5,10,0,13-04600,N
12491,2,N,1,1,7,9,0,17-03529,7860
12492,2,2,6,2,3,3,0,38-00100,N
12493,1,6,2,1,3,5,1,32-00405,4972
12494,2,3,1,2,7,9,0,26-02702,7870
12495,1,6,1,1,0,4,0,06-07502,7870
12496,2,1,6,1,3,9,0,36-04010,7860
12497,1,1,1,1,0,4,0,06-08507,1070
12498,2,1,2,0,1,7,0,06-08507,3390
12499,1,N,9,1,0,4,0,13-04600,7870
12500,1,6,6,2,0,7,4,36-03710,N
12501,2,3,1,1,7,8,0,51-01301,N
12502,1,6,8,2,0,3,0,29-01901,N
12503,1,6,8,2,7,10,1,17-03531,7870
12504,2,6,1,1,2,10,0,30-00600,8680
12505,2,3,2,1,N,2,0,30-00600,N
12506,1,1,2,2,2,10,1,36-03710,N
12507,1,1,1,2,6,10,0,38-00100,N
12508,2,6,2,1,6,7,0,24-01004,N
12509,1,6,1,1,N,3,0,38-00100,7290
12510,2,6,1,1,8,11,0,38-00100,5790
12511,2,1,1,2,N,3,0,24-01004,1070
12512,1,6,2,1,9,10,0,17-03531,4090
12513,1,1,1,2,9,10,0,40-00200,N
12514,1,N,6,1,7,9,0,38-00100,4680
12515,2,1,1,2,5,9,0,40-00200,N
12516,1,1,7,2,N,4,0,13-04600,N
12517,2,1,1,2,7,10,0,06-08507,N
12518,2,6,1,1,3,9,0,24-01004,N
12519,1,2,1,2,N,2,0,30-00600,N
12520,1,2,1,1,9,9,0,40-00200,N
12521,2,6,1,1,1,7,0,51-51255,N
12522,1,6,1,1,3,5,0,06-08507,N
12523,2,1,1,1,N,1,0,08-00803,8191
12524,1,6,2,2,N,3,0,19-01700,N
12525,1,6,9,2,2,7,0,17-03531,8780
12526,1,N,2,2,5,7,0,30-00600,8170
12527,2,N,2,1,9,10,0,08-00803,N
12528,1,6,1,2,N,3,0,06-08507,3390
12529,2,N,1,0,5,5,0,06-08507,N
12530,1,1,1,1,4,9,1,38-00100,5490
12531,2,3,2,1,9,10,0,24-01004,9920
12532,1,1,1,1,9,11,0,29-01901,7870
12533,2,1,6,2,3,10,0,08-00803,N
12534,1,6,1,2,3,7,0,13-04600,8980
12535,1,1,2,2,4,9,0,51-51255,N
12536,1,6,2,1,7,9,0,24-01004,9920
12537,1,6,8,2,4,4,0,51-51255,N
12538,2,6,8,1,1,5,0,29-01901,9470
12539,1,N,1,2,3,8,0,06-07502,7680
12540,2,1,1,2,8,4,0,17-03531,N
12541,1,6,1,1,8,7,4,06-07502,7380
12542,1,6,1,2,7,4,0,51-51255,5391
12543,1,6,2,0,1,4,0,40-00200,770
12544,1,1,1,1,7,10,1,38-00100,N
12545,1,1,1,2,N,3,0,24-01004,N
12546,1,N,1,1,8,9,0,06-08507,N
12547,1,N,1,1,8,5,0,08-00803,7280
12548,2,1,1,2,1,4,0,28-01100,7860
12549,2,1,1,1,7,9,0,01-01301,7380
12550,1,1,6,2,9,10,0,17-03529,N
12551,2,6,2,1,9,11,0,06-08507,7970
12552,1,1,2,1,6,9,0,30-00600,N
12553,2,1,1,2,2,7,0,17-03531,9170
12554,2,6,2,2,3,4,0,29-01901,9590
12555,2,1,1,1,N,3,0,28-01100,8191
12556,2,1,1,1,2,8,0,19-01700,N
