,PUMA,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU,NOC,HISP
17031,17-03529,65,1,6,2,1,1,N,3,3,N,0
17032,26-02702,67,1,1,1,1,1,N,0,3,2,0
17033,26-02702,77,4,1,2,1,2,N,6,11,0,0
17034,30-00600,43,1,6,2,1,2,N,8,9,0,0
17035,40-00200,8,1,1,1,1,2,N,5,10,0,0
17036,24-01004,38,6,1,2,1,1,N,7,2,1,0
17037,36-03710,25,2,2,2,1,1,N,0,3,4,0
17038,01-01301,44,2,6,1,1,2,N,7,5,3,0
17039,51-51255,32,2,N,2,1,1,N,1,9,2,0
17040,29-01901,28,1,6,1,3,0,N,1,5,0,0
17041,36-03710,60,2,5,2,1,1,N,8,9,0,0
17042,29-01901,63,2,4,2,1,2,N,N,4,2,1
17043,24-01004,55,1,6,1,3,2,N,1,9,0,0
17044,08-00803,50,1,N,2,1,1,N,N,9,0,0
17045,51-51255,31,1,1,1,1,1,N,8,9,0,0
17046,40-00200,27,3,6,2,1,2,N,1,7,1,0
17047,40-00200,28,6,N,1,1,0,N,1,7,0,0
17048,19-01700,28,1,N,2,1,1,N,2,10,0,0
17049,32-00405,68,1,6,1,1,1,N,7,9,0,0
17050,17-03529,30,2,6,1,1,1,N,5,8,4,0
17051,06-07502,75,6,1,2,1,1,N,6,3,0,0
17052,28-01100,73,2,1,2,1,0,N,0,9,0,0
17053,32-00405,28,1,2,1,1,1,N,N,9,1,0
17054,17-03531,71,2,6,2,1,1,N,6,11,0,0
17055,30-00600,60,1,1,2,1,1,N,4,9,0,0
17056,01-01301,69,2,1,2,1,1,N,2,7,0,0
17057,38-00100,24,1,1,1,1,1,N,8,3,2,0
17058,13-04600,21,2,N,1,1,2,N,N,10,1,0
17059,08-00803,64,1,6,1,1,1,N,1,6,0,0
17060,17-03529,21,2,4,2,1,1,N,2,10,0,0
17061,30-00600,0,1,1,2,1,1,N,9,9,2,0
17062,38-00100,63,1,4,2,1,1,4,7,12,3,0
17063,51-51255,4,1,N,2,1,1,N,8,10,1,0
17064,17-03531,63,2,1,2,1,2,N,7,9,0,1
17065,06-08507,54,1,6,1,1,1,N,0,4,4,1
17066,40-00200,25,1,6,2,1,2,N,N,1,1,0
17067,36-04010,5,2,1,1,1,1,N,9,3,2,0
17068,26-02702,39,6,4,2,1,1,N,9,3,2,0
17069,01-01301,39,2,1,1,1,1,N,N,5,0,0
17070,36-03710,52,2,6,1,2,0,N,4,5,0,0
17071,24-01004,60,1,4,1,1,1,N,5,7,0,0
17072,40-00200,16,1,1,2,1,1,N,8,7,2,0
17073,51-51255,46,1,1,2,1,1,N,9,9,9,0
17074,19-01700,82,1,6,1,1,1,N,6,7,0,0
17075,24-01004,51,1,5,1,1,2,N,3,2,2,0
17076,19-01700,53,1,4,2,1,2,N,5,7,0,0
17077,17-03529,76,2,6,2,1,1,N,1,8,0,1
17078,08-00803,30,1,1,1,1,2,N,8,10,0,0
17079,17-03529,57,2,N,2,1,2,N,N,7,0,0
17080,17-03529,45,2,3,2,1,1,N,7,7,7,3
17081,19-01700,1,1,4,2,1,1,N,3,7,1,0
17082,08-00803,31,1,N,2,1,1,N,N,9,3,0
17083,51-01301,3,1,6,1,1,1,N,9,4,0,0
17084,19-01700,10,6,6,1,1,1,N,8,9,0,0
17085,17-03529,27,2,1,2,1,2,N,9,3,2,0
17086,24-01004,66,1,6,2,1,1,N,8,4,0,0
17087,24-01004,44,1,1,1,1,2,N,5,8,0,0
17088,19-01700,48,8,1,2,1,2,N,9,5,0,0
17089,40-00200,33,1,1,2,1,2,N,8,4,0,0
17090,51-01301,14,1,N,1,1,2,N,N,4,0,0
17091,17-03529,45,2,6,2,3,1,N,9,5,0,0
17092,13-04600,49,8,1,2,1,1,N,8,1,3,0
17093,17-03529,81,2,6,1,1,2,N,5,9,0,0
17094,06-08507,8,1,N,1,1,1,N,7,9,0,0
17095,38-00100,45,1,1,2,1,2,4,4,7,N,0
17096,51-01301,90,9,N,2,3,2,N,8,7,0,0
17097,40-00200,83,1,1,1,1,2,N,4,7,3,0
17098,17-03529,11,2,6,1,3,1,N,7,7,0,0
17099,17-03531,50,2,1,2,1,2,N,N,5,0,0
17100,17-03529,71,2,6,1,1,1,N,5,3,0,1
17101,51-51255,21,2,1,2,1,2,N,1,11,1,0
17102,38-00100,56,1,3,2,1,1,N,1,10,0,0
17103,08-00803,20,1,4,2,1,1,N,6,N,5,3
17104,51-01301,70,1,1,1,1,2,N,9,6,1,0
17105,06-07502,29,1,1,1,1,1,N,7,8,0,0
17106,29-01901,84,2,6,1,1,2,N,4,9,0,0
17107,19-01700,11,1,4,1,1,1,N,6,10,0,0
17108,06-08507,50,1,6,1,3,2,N,N,7,0,0
17109,26-02702,67,3,4,2,1,1,N,4,9,0,0
17110,24-01004,34,1,4,2,1,2,N,3,2,3,0
17111,30-00600,58,1,1,1,1,1,N,N,4,2,0
17112,08-00803,49,1,1,2,1,1,N,5,5,0,0
17113,08-00803,34,6,6,2,1,1,N,8,9,0,0
17114,32-00405,17,2,4,2,1,2,N,4,9,0,0
17115,30-00600,64,1,1,2,1,1,N,9,7,0,0
17116,29-01901,6,2,N,1,1,1,N,N,9,0,0
17117,06-08507,77,1,N,1,1,1,N,4,12,0,0
17118,17-03531,26,2,1,1,1,1,N,8,9,0,0
17119,17-03529,17,2,1,1,1,1,N,9,3,0,0
17120,17-03531,65,2,1,1,1,2,N,8,4,N,0
17121,17-03531,69,2,6,1,3,1,N,N,7,0,0
17122,17-03529,17,2,1,2,1,1,N,2,3,5,0
17123,01-01301,39,2,1,2,1,2,N,6,4,0,1
17124,17-03531,26,2,1,2,1,2,N,5,8,1,0
17125,24-01004,12,1,1,1,1,0,N,0,9,0,0
17126,36-03710,26,8,2,2,1,0,N,0,5,N,0
17127,36-03710,52,8,1,2,1,2,N,0,5,0,0
17128,17-03529,79,1,6,1,1,1,N,7,10,0,0
17129,26-02702,37,1,3,1,1,0,N,1,7,N,0
17130,24-01004,40,6,3,2,1,2,N,N,2,2,0
17131,19-01700,45,1,4,2,1,2,N,5,4,0,0
17132,19-01700,3,1,6,1,1,2,N,9,9,0,0
17133,32-00405,22,1,1,2,1,2,N,4,4,0,0
17134,24-01004,41,2,6,2,1,1,N,0,9,0,0
17135,28-01100,14,2,1,1,1,1,N,0,2,3,0
17136,19-01700,31,1,2,2,2,2,N,6,5,3,0
17137,32-00405,50,2,2,2,1,2,N,N,10,0,0
17138,30-00600,76,1,N,1,1,1,N,6,12,0,0
17139,29-01901,32,6,N,1,1,1,N,9,N,2,0
17140,01-01301,27,2,N,1,1,1,N,9,5,0,0
17141,06-08507,82,6,6,2,1,1,N,5,3,3,0
17142,17-03531,69,2,1,2,1,1,N,3,7,0,1
17143,17-03531,58,2,1,1,1,1,N,4,5,0,0
17144,24-01004,34,1,N,1,1,0,N,0,6,1,0
17145,40-00200,67,3,2,2,1,0,N,2,4,5,0
17146,17-03529,17,2,6,2,1,0,N,0,9,0,0
17147,13-04600,19,2,N,1,1,1,N,4,1,3,0
17148,13-04600,49,2,N,1,1,1,N,4,3,1,0
17149,19-01700,46,2,6,1,1,2,N,5,9,0,0
17150,28-01100,62,2,1,2,1,1,N,8,11,6,0
17151,38-00100,3,1,N,1,1,1,N,9,4,1,0
17152,38-00100,24,1,1,1,1,2,N,6,6,0,0
17153,24-01004,51,1,6,2,1,0,N,0,9,0,0
17154,24-01004,30,1,N,2,1,1,N,9,5,1,4
17155,51-01301,39,1,N,1,1,1,N,0,7,2,0
17156,38-00100,21,1,3,2,1,2,N,N,9,0,0
17157,01-01301,21,2,6,1,3,1,N,6,9,0,0
17158,17-03529,22,1,6,2,1,1,N,8,9,0,0
17159,26-02702,42,6,1,1,1,2,N,0,12,1,0
17160,51-01301,77,1,3,2,1,1,N,N,7,0,2
17161,06-08507,19,6,1,2,1,2,N,3,9,1,0
17162,17-03529,18,2,6,1,1,1,N,8,7,N,0
17163,06-08507,51,9,1,1,1,2,N,N,10,2,0
17164,06-08507,24,6,6,2,1,2,N,N,6,0,0
17165,36-04010,15,2,1,1,1,2,N,6,10,0,0
17166,26-02702,73,1,4,2,1,2,N,N,1,2,0
17167,28-01100,65,2,N,2,1,1,N,1,4,3,0
17168,24-01004,44,1,N,1,1,2,N,4,9,0,4
17169,06-08507,67,1,6,2,1,1,N,9,9,0,0
17170,40-00200,53,2,2,2,1,1,N,0,3,1,0
17171,36-03710,17,2,1,2,1,1,N,6,N,2,0
17172,32-00405,39,8,6,2,1,1,N,N,5,0,0
17173,24-01004,20,1,6,2,1,1,N,N,3,2,0
17174,01-01301,19,2,1,2,1,2,N,2,7,0,0
17175,08-00803,33,1,5,2,2,1,N,9,7,0,0
17176,17-03529,10,2,4,2,1,1,N,2,8,2,0
17177,17-03531,47,2,N,1,1,1,N,2,12,0,0
17178,38-00100,24,1,1,1,1,2,N,2,7,0,0
17179,28-01100,57,1,1,1,1,2,N,6,7,N,0
17180,17-03531,1,2,1,2,1,0,N,0,7,0,0
17181,17-03529,55,2,1,1,1,1,N,N,8,1,1
17182,17-03531,26,2,6,2,1,2,N,N,3,3,0
17183,13-04600,36,1,6,2,3,1,N,3,9,0,0
17184,28-01100,67,1,6,1,1,2,N,1,3,2,0
17185,32-00405,16,2,3,2,1,2,N,8,4,0,0
17186,06-08507,77,1,6,2,1,1,N,5,3,N,0
17187,51-51255,42,1,1,1,1,1,N,4,7,0,0
17188,36-03710,15,8,6,2,1,2,N,4,9,0,0
17189,06-07502,42,6,1,1,1,1,N,9,6,1,0
17190,32-00405,10,8,6,2,1,0,N,0,11,0,0
17191,08-00803,2,1,N,2,1,2,N,3,3,3,1
17192,51-01301,44,1,3,2,1,1,N,6,N,2,0
17193,38-00100,83,1,1,1,1,1,N,0,8,0,0
17194,08-00803,64,1,1,1,1,2,N,N,9,0,0
17195,13-04600,66,2,1,1,1,1,N,4,9,2,0
17196,24-01004,43,6,6,2,1,2,N,4,8,0,0
17197,40-00200,50,3,4,2,1,1,N,9,9,0,0
17198,28-01100,68,2,N,2,1,2,N,6,4,0,4
17199,06-08507,42,6,1,1,1,1,N,8,3,N,0
17200,24-01004,60,6,4,1,1,1,N,9,7,2,0
17201,36-03710,17,8,1,2,1,2,N,0,N,1,0
17202,30-00600,9,1,2,1,1,1,N,5,5,0,0
17203,17-03531,57,2,6,2,3,2,N,3,8,0,0
17204,51-01301,28,1,6,1,1,2,N,7,7,N,0
17205,24-01004,57,2,6,1,1,1,N,6,6,6,0
17206,17-03531,42,2,1,1,1,1,N,N,9,3,0
17207,24-01004,57,1,1,2,1,2,N,8,12,0,0
17208,19-01700,25,1,N,2,1,2,N,0,5,0,0
17209,32-00405,65,2,4,2,1,2,N,6,6,0,0
17210,36-03710,82,2,N,1,1,1,N,0,7,0,0
17211,17-03531,76,2,1,1,1,1,N,N,8,1,0
17212,51-51255,14,1,1,1,1,2,N,4,10,1,0
17213,38-00100,83,1,1,2,1,2,N,N,5,4,0
17214,51-51255,32,1,6,1,1,2,N,9,7,N,0
17215,38-00100,11,3,6,1,3,1,N,9,7,0,0
17216,01-01301,72,2,6,2,1,1,N,0,10,0,0
17217,24-01004,14,1,1,1,1,1,N,N,2,4,0
17218,08-00803,65,1,1,2,1,1,N,6,10,0,0
17219,01-01301,59,9,1,1,1,1,N,0,2,0,1
17220,24-01004,19,1,6,1,1,1,N,2,9,0,0
17221,17-03531,21,2,5,2,1,1,N,3,5,2,0
17222,17-03529,40,2,1,2,1,2,N,5,7,2,0
17223,24-01004,70,1,6,2,1,2,N,8,2,2,0
17224,24-01004,82,1,1,2,1,1,N,N,3,0,0
17225,06-07502,34,1,4,1,1,1,N,1,4,0,4
17226,29-01901,42,2,4,2,1,1,N,8,1,1,0
17227,36-03710,13,2,3,1,1,1,N,7,10,0,0
17228,24-01004,43,1,4,2,1,1,N,4,5,0,0
17229,08-00803,58,1,6,1,1,2,N,8,7,0,0
17230,38-00100,50,1,N,2,1,2,N,9,5,0,0
17231,24-01004,66,6,6,2,3,0,N,8,9,0,0
17232,08-00803,63,1,6,2,1,2,N,N,2,2,0
17233,19-01700,74,1,1,2,1,1,N,8,10,1,0
17234,13-04600,60,2,6,1,1,1,N,8,3,0,0
17235,13-04600,18,2,1,1,1,2,N,4,3,2,0
17236,40-00200,38,3,1,1,1,1,5,3,3,2,0
17237,17-03531,26,2,3,2,1,0,N,4,4,0,0
17238,36-03710,4,2,N,1,1,1,N,1,7,1,0
17239,36-04010,58,2,1,2,1,2,N,5,5,0,0
17240,36-03710,17,8,3,1,1,1,N,4,9,0,0
17241,06-07502,33,1,6,1,3,1,N,6,7,N,0
17242,51-51255,49,1,1,1,1,1,N,9,7,N,0
17243,51-01301,17,1,1,1,1,1,N,9,5,0,0
17244,51-01301,33,1,4,2,1,2,N,N,4,0,0
17245,51-01301,72,1,N,1,1,1,N,5,5,0,0
17246,06-08507,35,6,N,1,1,2,N,0,N,2,0
17247,51-01301,66,9,3,1,1,1,N,9,7,0,0
17248,17-03531,30,2,5,2,1,2,N,2,9,2,0
17249,26-02702,39,1,6,1,1,2,N,3,3,4,0
17250,17-03529,30,2,6,1,3,1,N,1,10,0,0
17251,36-04010,4,2,6,1,1,2,N,N,3,N,1
17252,08-00803,64,1,N,2,1,1,N,3,10,2,0
17253,32-00405,21,6,N,2,1,1,N,9,6,0,0
17254,13-04600,78,2,N,1,1,2,N,9,7,0,0
17255,38-00100,31,1,N,2,1,2,N,2,10,1,0
17256,28-01100,34,1,N,2,1,2,N,N,8,2,0
17257,24-01004,12,1,4,2,1,2,2,N,5,1,0
17258,19-01700,43,1,6,1,1,2,N,2,10,0,0
17259,40-00200,53,1,6,1,1,1,N,4,7,0,0
17260,32-00405,33,8,1,1,1,1,N,6,9,0,0
17261,38-00100,18,1,N,2,1,1,N,3,11,2,0
17262,06-08507,0,1,6,1,2,1,N,3,6,N,4
17263,01-01301,29,2,6,2,1,1,N,9,7,0,0
17264,17-03529,28,2,4,2,1,1,N,1,9,0,0
17265,29-01901,24,2,N,2,1,2,N,6,7,0,0
17266,51-01301,90,6,6,2,1,1,N,7,9,0,0
17267,32-00405,44,1,3,1,1,2,N,N,9,0,0
17268,30-00600,60,3,1,1,1,1,N,N,7,2,0
17269,06-08507,6,6,N,2,1,1,N,5,9,0,0
17270,38-00100,22,1,N,2,1,2,N,5,4,0,2
17271,51-51255,59,1,6,1,1,1,N,9,2,2,0
17272,28-01100,57,9,5,1,1,2,N,4,10,0,0
17273,24-01004,70,1,6,2,1,0,N,0,7,0,0
17274,17-03529,71,2,1,1,1,0,N,1,8,1,0
17275,36-04010,64,2,6,1,1,0,N,1,12,2,0
17276,38-00100,58,1,N,1,1,0,N,1,12,0,0
17277,38-00100,27,1,6,2,1,1,N,5,4,0,1
17278,32-00405,66,8,2,1,2,1,N,4,5,0,0
17279,06-07502,44,2,N,2,1,1,N,N,7,N,0
17280,30-00600,13,6,N,1,1,1,N,3,9,2,0
17281,17-03529,73,2,6,1,1,2,N,6,9,0,0
17282,38-00100,54,1,1,1,1,2,N,1,N,2,0
17283,19-01700,32,1,1,2,1,1,N,3,10,0,0
17284,30-00600,61,9,N,1,1,1,N,8,3,1,4
17285,51-51255,51,1,1,2,1,1,N,4,10,2,0
17286,30-00600,15,1,6,2,1,1,N,9,7,3,0
17287,06-08507,29,6,N,2,1,1,N,9,9,1,0
17288,40-00200,58,1,1,2,1,2,N,5,10,0,0
17289,30-00600,72,1,2,2,1,2,N,9,7,N,0
17290,30-00600,64,1,1,1,1,1,N,N,9,2,0
17291,24-01004,66,1,6,1,1,1,N,N,10,0,0
17292,51-51255,73,2,6,2,1,1,N,0,8,2,0
17293,19-01700,67,1,1,1,1,2,N,0,5,0,0
17294,06-08507,60,1,N,2,1,1,N,6,7,0,0
17295,40-00200,7,1,2,2,1,1,N,N,9,0,0
17296,40-00200,0,8,1,2,1,2,N,N,8,0,0
17297,38-00100,52,1,1,1,1,1,N,7,5,N,1
17298,40-00200,1,1,3,1,1,2,N,N,12,0,0
17299,17-03529,63,2,1,1,1,2,N,3,5,0,0
17300,51-51255,54,1,4,2,1,1,N,9,9,0,0
17301,32-00405,65,1,1,2,1,1,N,9,4,5,0
17302,30-00600,20,1,2,2,1,1,N,8,10,0,0
17303,28-01100,18,2,4,2,1,1,N,0,3,0,0
17304,32-00405,44,8,1,2,1,0,N,0,5,1,1
17305,26-02702,45,9,4,1,1,1,N,N,7,0,0
17306,51-01301,46,1,2,2,2,1,N,1,9,0,0
17307,06-08507,62,1,N,1,1,2,N,0,3,2,0
17308,38-00100,72,1,1,2,1,1,N,6,9,0,0
17309,51-01301,6,1,1,2,1,2,N,N,5,0,0
17310,30-00600,24,1,1,1,1,2,N,N,9,0,0
17311,40-00200,37,1,N,2,1,2,N,5,9,0,0
17312,06-07502,28,3,5,2,1,1,N,9,11,0,0
17313,17-03529,32,2,N,1,1,2,N,1,10,0,0
17314,40-00200,24,1,1,1,1,1,N,7,2,4,0
17315,17-03529,63,9,6,2,1,1,N,9,7,0,0
17316,36-03710,63,8,6,1,1,1,N,N,6,N,0
17317,24-01004,33,1,4,2,1,2,N,3,9,0,0
17318,51-51255,12,9,5,2,1,1,N,6,3,2,4
17319,08-00803,46,1,1,1,1,2,N,N,N,3,0
17320,30-00600,13,1,6,2,3,1,N,N,2,1,0
17321,32-00405,76,1,6,2,1,1,N,3,N,3,0
17322,32-00405,57,1,6,2,1,0,N,4,3,3,2
17323,29-01901,53,2,1,2,1,1,N,0,4,0,0
17324,24-01004,51,1,N,1,1,0,N,1,9,1,0
17325,13-04600,29,1,3,2,1,1,N,9,3,2,0
17326,19-01700,5,1,1,2,1,1,N,2,9,0,0
17327,30-00600,13,1,3,2,1,2,N,8,8,0,0
17328,51-01301,29,1,6,1,1,2,N,8,3,2,0
17329,24-01004,12,1,1,1,1,2,N,9,7,0,0
17330,06-07502,34,1,6,1,1,1,N,4,3,3,1
17331,28-01100,52,1,1,1,1,0,N,1,7,N,0
17332,08-00803,31,1,6,2,1,2,N,5,1,0,0
17333,28-01100,30,2,N,2,1,1,N,4,7,4,0
17334,30-00600,18,1,1,2,1,2,N,N,10,0,0
17335,24-01004,8,1,3,2,1,1,N,5,10,0,0
17336,24-01004,41,1,4,2,1,2,N,1,9,0,0
17337,24-01004,41,1,6,2,1,1,N,6,2,3,0
17338,51-51255,73,2,1,1,1,1,N,5,11,6,0
17339,51-01301,37,6,6,1,3,1,N,2,5,0,0
17340,40-00200,17,1,6,1,3,1,N,7,7,0,0
17341,51-01301,90,1,4,1,1,1,N,6,5,N,0
17342,29-01901,66,2,1,1,1,1,N,9,9,3,0
17343,40-00200,54,1,N,2,1,1,N,1,5,0,0
17344,38-00100,52,1,6,1,1,1,N,9,9,0,0
17345,38-00100,65,1,1,2,1,0,N,0,5,0,0
17346,28-01100,18,2,N,2,1,1,N,4,4,0,0
17347,51-01301,93,1,2,1,1,1,N,8,11,0,0
17348,29-01901,13,2,1,1,1,1,N,N,9,0,0
17349,38-00100,47,1,6,1,1,2,N,9,6,0,0
17350,28-01100,55,2,3,2,1,2,N,5,8,0,0
17351,17-03529,53,2,6,1,1,2,N,7,11,0,0
17352,29-01901,30,1,5,1,2,1,N,1,9,0,0
17353,06-07502,27,6,N,2,1,1,N,7,12,0,0
17354,40-00200,45,1,N,2,1,1,N,N,5,0,0
17355,36-04010,60,6,5,2,1,1,N,6,7,2,0
17356,13-04600,30,2,6,2,1,1,N,N,7,1,0
17357,40-00200,5,1,6,2,1,1,N,9,6,1,0
17358,36-03710,26,2,1,1,1,2,N,6,9,0,0
17359,26-02702,18,6,4,1,1,1,N,1,10,0,0
17360,30-00600,25,1,6,2,1,1,N,1,1,N,0
17361,06-08507,22,6,6,1,3,1,N,8,9,0,0
17362,36-04010,50,2,1,2,1,0,N,0,9,2,0
17363,32-00405,36,1,6,2,1,1,N,2,7,0,0
17364,01-01301,64,2,1,2,1,2,N,5,6,0,0
17365,19-01700,78,1,6,2,1,1,N,2,3,1,0
17366,36-03710,52,2,6,2,1,0,N,0,5,1,0
17367,08-00803,67,1,1,1,1,0,N,0,3,2,0
17368,28-01100,84,2,1,2,1,1,N,9,1,0,0
17369,06-08507,3,6,5,1,1,1,N,2,5,0,0
17370,38-00100,59,1,6,2,1,2,N,2,9,0,0
17371,24-01004,19,1,3,2,1,2,N,N,7,3,0
17372,36-04010,55,2,N,2,3,1,N,7,8,0,0
17373,24-01004,14,1,1,1,1,1,N,7,7,0,0
17374,28-01100,15,2,6,1,1,2,N,3,7,N,0
17375,38-00100,56,1,1,1,1,0,N,0,9,0,0
17376,30-00600,5,1,6,1,2,1,N,9,10,0,0
17377,08-00803,26,1,1,1,1,1,N,6,7,0,0
17378,17-03529,6,1,6,1,2,1,N,9,12,0,0
17379,38-00100,40,1,1,2,1,1,N,6,9,0,0
17380,40-00200,59,3,1,2,1,1,N,N,11,0,0
17381,06-08507,48,1,6,2,1,1,N,3,4,0,0
17382,32-00405,14,8,1,1,1,1,N,9,8,0,0
17383,51-01301,50,1,6,1,1,2,N,4,5,0,0
17384,38-00100,58,1,3,1,1,1,N,1,9,0,0
17385,30-00600,64,1,6,1,1,1,N,1,10,7,0
17386,17-03531,47,2,N,2,1,2,N,1,9,0,0
17387,28-01100,76,2,N,2,1,0,N,2,12,0,0
17388,32-00405,53,1,N,1,2,2,N,4,1,2,0
17389,30-00600,67,1,1,1,1,1,N,3,3,4,0
17390,36-04010,63,8,1,2,1,2,N,0,9,0,0
17391,32-00405,84,2,N,1,1,1,N,3,1,0,0
17392,32-00405,62,1,2,1,1,1,N,9,4,0,0
17393,29-01901,4,9,4,2,1,1,N,1,8,4,0
17394,17-03529,4,2,1,1,1,1,N,9,10,0,2
17395,17-03529,4,9,1,2,1,1,N,N,3,0,0
17396,38-00100,40,6,4,1,1,2,N,9,5,1,4
17397,40-00200,50,1,6,1,1,1,N,N,4,1,0
17398,36-03710,31,8,1,1,1,1,N,1,5,0,0
17399,38-00100,52,1,6,1,1,1,N,0,9,1,0
17400,17-03529,4,9,1,2,1,2,N,5,7,0,0
17401,38-00100,66,1,N,1,1,2,N,3,5,0,0
17402,36-03710,27,2,N,1,1,1,N,4,5,0,0
17403,08-00803,23,1,6,2,1,1,N,4,4,N,4
17404,32-00405,36,8,6,2,1,2,N,2,3,2,0
17405,32-00405,5,2,6,1,1,1,N,N,10,0,0
17406,28-01100,63,1,6,2,3,2,N,2,11,0,0
17407,08-00803,48,1,4,2,1,2,N,7,7,0,0
17408,24-01004,70,1,1,1,1,1,N,7,5,2,0
17409,32-00405,57,1,2,2,1,2,N,1,7,0,0
17410,17-03531,26,2,1,1,1,1,N,2,10,2,0
17411,38-00100,45,1,6,2,3,2,N,3,9,0,0
17412,29-01901,28,1,1,2,1,1,N,8,9,2,0
17413,32-00405,33,1,6,1,1,0,N,2,10,2,0
17414,51-51255,59,7,1,1,1,1,N,4,10,0,0
17415,19-01700,25,1,1,1,1,1,N,3,4,N,0
17416,24-01004,19,1,6,2,1,1,N,8,9,0,0
17417,24-01004,14,1,N,2,1,2,N,N,9,2,0
17418,06-08507,60,1,4,2,1,2,N,2,N,2,0
17419,17-03531,26,1,N,1,1,1,N,N,5,0,0
17420,38-00100,70,1,N,2,1,2,N,7,1,2,0
17421,30-00600,72,1,N,2,1,2,N,9,7,2,0
17422,17-03529,26,1,1,1,1,1,N,8,7,0,0
17423,17-03531,37,2,1,2,1,1,N,N,9,0,0
17424,30-00600,75,1,1,1,1,2,N,5,9,0,0
17425,13-04600,11,2,1,1,1,1,N,0,8,0,0
17426,06-08507,44,1,4,2,1,1,N,8,4,1,0
17427,51-51255,58,1,1,1,1,1,N,5,7,0,0
17428,24-01004,72,1,6,1,1,1,N,9,3,1,0
17429,19-01700,10,1,1,1,1,1,N,7,12,1,4
17430,28-01100,2,2,6,2,1,2,N,3,9,0,0
17431,29-01901,6,2,1,2,1,0,N,2,9,2,0
17432,17-03531,10,2,3,2,1,1,N,5,9,2,0
17433,19-01700,23,1,N,1,1,2,N,5,2,3,0
17434,30-00600,76,1,1,1,1,1,N,1,7,1,0
17435,24-01004,61,1,N,2,1,2,5,7,4,N,0
17436,38-00100,36,1,N,2,1,1,N,9,9,0,0
17437,24-01004,63,2,N,1,1,1,N,N,8,0,0
17438,36-04010,38,2,6,2,1,2,N,N,5,0,0
17439,32-00405,34,2,1,1,1,1,N,0,4,3,0
17440,08-00803,58,1,2,2,1,1,N,4,10,0,0
17441,08-00803,70,1,6,1,1,0,N,3,9,0,0
17442,38-00100,64,1,2,2,2,1,N,4,2,2,0
17443,51-51255,32,1,1,2,1,2,N,2,4,2,0
17444,38-00100,16,1,1,1,1,1,N,0,5,0,0
17445,13-04600,14,2,6,1,3,2,N,4,10,0,0
17446,36-03710,55,8,1,1,1,1,N,9,4,0,0
17447,13-04600,56,2,6,1,1,1,N,5,5,0,0
17448,06-07502,25,6,6,1,1,1,N,9,N,1,0
17449,36-03710,63,8,3,2,1,1,N,8,3,1,0
17450,24-01004,11,1,1,2,1,1,N,7,10,0,0
17451,01-01301,4,1,6,2,1,1,N,1,8,0,0
17452,30-00600,53,3,1,1,1,2,N,N,9,0,0
17453,40-00200,53,1,6,2,1,1,N,6,9,0,0
17454,38-00100,10,1,6,2,1,1,N,0,11,3,0
17455,26-02702,42,1,1,2,1,2,N,0,2,2,0
17456,40-00200,57,1,6,2,1,1,N,0,5,0,0
17457,51-51255,47,1,1,1,1,2,N,7,7,0,4
17458,06-08507,58,6,4,1,1,1,N,4,3,2,4
17459,06-07502,72,6,1,1,1,2,N,8,7,N,0
17460,36-04010,80,8,6,1,3,1,N,6,1,3,0
17461,51-01301,15,6,4,2,1,1,N,6,7,0,0
17462,51-51255,8,8,6,2,1,2,N,2,10,0,0
17463,30-00600,61,1,4,1,3,1,N,0,10,0,0
17464,06-08507,9,1,4,2,1,2,N,5,7,N,0
17465,51-51255,58,1,6,1,1,1,N,2,8,0,0
17466,17-03529,23,2,6,1,1,1,N,6,9,0,0
17467,32-00405,33,8,6,2,1,2,N,4,4,N,0
17468,36-04010,56,8,N,1,1,1,N,2,7,0,0
17469,51-01301,57,1,6,2,3,1,N,8,4,0,0
17470,24-01004,41,1,N,2,1,2,N,7,N,3,1
17471,32-00405,5,8,N,1,1,1,N,N,5,0,0
17472,51-51255,41,1,1,1,1,2,N,4,5,0,0
17473,30-00600,73,3,6,2,1,2,N,0,7,0,0
17474,51-01301,29,1,1,2,1,1,N,9,10,0,0
17475,40-00200,43,1,1,2,1,1,N,9,7,2,0
17476,38-00100,22,1,1,2,1,2,N,0,5,N,0
17477,17-03529,75,1,6,1,1,1,N,5,5,0,0
17478,38-00100,32,1,6,2,3,2,N,1,10,0,0
17479,28-01100,67,1,4,2,1,2,N,3,10,2,0
17480,08-00803,69,1,6,1,1,1,N,3,5,0,0
17481,17-03529,70,2,6,2,1,2,N,6,12,0,0
17482,06-08507,61,9,6,2,1,1,N,5,7,0,0
17483,24-01004,29,1,4,2,1,2,N,5,7,1,0
17484,30-00600,46,1,5,2,1,1,N,1,8,1,0
17485,17-03531,26,2,1,2,1,1,N,8,7,0,0
17486,28-01100,14,2,N,2,1,1,N,8,N,2,0
17487,24-01004,45,1,6,2,1,2,N,5,9,0,0
17488,08-00803,18,1,N,2,1,2,N,5,7,0,0
17489,36-03710,0,8,1,1,1,2,N,4,3,0,1
17490,51-51255,59,1,2,2,1,2,N,8,9,0,0
17491,06-08507,61,8,1,1,1,2,N,6,11,0,0
17492,40-00200,60,3,6,2,1,1,N,0,10,2,0
17493,32-00405,76,1,6,2,1,1,N,N,3,0,1
17494,51-51255,30,2,1,1,1,2,N,4,7,1,0
