"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DREM","HOUSING_TYPE","OWN_RENT"
"12975","39","1","1","1","12","9","N","2","1","2"
"12976","56","1","6","2","5","2","N","2","1","1"
"12977","57","2","6","2","4","2","N","2","1","1"
"12978","29","1","6","2","9","7","N","2","1","2"
"12979","69","1","1","6","10","2","N","2","1","2"
"12980","72","2","1","1","7","4","N","2","1","1"
"12981","48","2","6","1","10","0","N","1","1","2"
"12982","0","2","N","2","N","N","N","N","1","2"
"12983","7","2","N","1","2","N","N","2","1","1"
"12984","20","2","6","8","5","4","N","2","1","1"
"12985","25","1","1","1","5","0","N","2","1","2"
"12986","70","1","1","1","8","9","N","2","1","1"
"12987","17","1","6","1","4","0","N","2","1","1"
"12988","13","2","N","2","3","N","N","2","1","1"
"12989","5","1","N","1","2","N","N","2","1","1"
"12990","9","1","N","1","3","N","N","2","1","1"
"12991","82","1","3","1","5","2","N","1","1","2"
"12992","69","1","4","2","7","2","N","2","3","0"
"12993","51","1","6","1","10","3","N","2","1","2"
"12994","48","1","1","2","9","7","N","2","1","1"
"12995","34","2","6","1","5","3","N","2","1","2"
"12996","51","2","4","2","10","8","N","2","1","2"
"12997","80","2","1","1","9","5","N","2","1","1"
"12998","9","1","N","1","3","N","N","2","1","1"
"12999","73","2","4","1","10","1","N","2","1","1"
"13000","78","2","3","2","7","2","N","2","1","1"
"13001","70","2","4","2","9","1","N","2","1","2"
"13002","8","2","N","1","3","N","N","2","1","1"
"13003","73","2","1","1","11","9","N","2","1","1"
"13004","15","1","6","1","3","0","N","2","1","1"
"13005","59","1","1","2","9","1","N","2","1","1"
"13006","31","1","6","3","9","5","N","2","1","2"
"13007","48","1","1","1","5","7","N","2","1","1"
"13008","66","1","6","1","7","2","N","1","3","0"
"13009","34","1","4","1","7","7","N","2","1","1"
"13010","39","2","1","6","9","5","N","2","1","2"
"13011","19","2","6","1","5","0","N","2","1","1"
"13012","70","1","1","1","10","8","N","2","1","1"
"13013","66","1","3","1","4","3","N","2","1","1"
"13014","12","2","N","9","3","N","N","2","1","1"
"13015","58","2","4","1","6","3","N","2","1","1"
"13016","42","2","1","1","9","9","N","2","1","1"
"13017","49","2","1","1","9","9","N","2","1","2"
"13018","67","2","1","6","10","5","N","2","1","1"
"13019","85","1","1","1","3","9","N","2","1","1"
"13020","9","1","N","5","3","N","N","2","1","1"
"13021","81","2","3","1","9","9","N","2","1","1"
"13022","4","1","N","1","2","N","N","N","1","2"
"13023","71","2","1","2","8","6","N","2","1","1"
"13024","25","2","6","1","10","1","N","2","1","2"
"13025","14","2","N","6","4","N","N","2","1","2"
"13026","12","1","N","1","3","N","N","2","1","1"
"13027","73","1","1","1","11","9","N","2","1","1"
"13028","35","1","6","2","7","6","N","2","1","2"
"13029","84","1","3","1","4","3","N","1","2","0"
"13030","39","2","1","1","10","9","N","2","1","1"
"13031","28","2","1","6","10","8","N","2","1","2"
"13032","30","2","6","1","9","8","N","2","1","2"
"13033","31","1","1","6","9","8","N","2","1","2"
"13034","49","1","4","2","7","6","N","2","1","2"
"13035","10","2","N","2","3","N","N","2","1","1"
"13036","10","1","N","1","3","N","N","2","1","1"
"13037","27","2","6","1","9","4","N","2","1","1"
"13038","69","1","1","1","8","4","N","2","1","1"
"13039","36","1","6","1","10","7","N","2","1","1"
"13040","61","1","1","2","8","2","N","2","1","1"
"13041","18","2","6","1","7","2","N","2","3","0"
"13042","27","2","1","1","5","8","N","2","1","1"
"13043","61","2","1","1","7","7","N","2","1","1"
"13044","73","2","3","1","8","3","N","1","1","1"
"13045","67","1","1","1","9","8","N","2","1","1"
"13046","3","1","N","2","2","N","N","N","1","1"
"13047","94","2","3","1","3","0","N","1","3","0"
"13048","74","1","1","1","10","9","N","2","1","1"
"13049","36","2","1","2","5","2","N","2","1","1"
"13050","30","1","6","2","7","5","N","2","1","1"
"13051","56","1","6","9","7","1","N","2","3","0"
"13052","37","2","6","1","10","1","N","2","1","2"
"13053","71","2","1","2","10","6","N","2","1","2"
"13054","66","1","1","6","9","2","N","2","1","1"
"13055","61","1","4","1","9","9","N","2","1","1"
"13056","19","2","6","1","7","2","N","2","3","0"
"13057","27","1","6","2","6","5","N","2","1","1"
"13058","5","2","N","1","2","N","N","2","1","2"
"13059","34","2","1","1","7","6","N","2","1","2"
"13060","19","1","6","1","7","0","N","2","1","1"
"13061","64","1","1","2","9","8","N","2","1","2"
"13062","29","2","5","2","7","6","N","2","1","2"
"13063","30","1","6","1","8","8","N","2","1","2"
"13064","33","1","6","1","9","5","N","2","1","2"
"13065","65","1","4","6","10","7","N","2","1","1"
"13066","63","2","4","2","11","9","N","2","1","1"
"13067","70","2","1","1","11","9","N","2","1","1"
"13068","41","2","1","1","9","9","N","2","1","1"
"13069","17","2","6","2","4","1","N","2","1","2"
"13070","46","1","6","2","5","0","N","2","1","1"
"13071","50","2","1","1","7","6","N","2","1","1"
"13072","0","1","N","1","N","N","N","N","1","2"
"13073","30","1","6","2","5","2","N","2","1","1"
"13074","14","1","N","2","3","N","N","2","1","1"
"13075","74","1","1","1","9","9","N","2","1","1"
"13076","64","1","1","1","10","8","N","2","1","1"
"13077","65","1","1","1","6","5","N","2","1","1"
"13078","93","2","3","2","3","2","N","1","2","0"
"13079","20","2","6","2","5","0","N","2","1","1"
"13080","56","2","4","2","8","2","N","2","1","1"
"13081","19","1","6","1","7","0","N","2","1","1"
"13082","72","2","1","6","9","3","N","2","1","1"
"13083","22","2","6","1","10","4","N","2","1","2"
"13084","21","2","6","2","8","1","N","2","1","2"
"13085","17","1","6","2","4","0","N","2","1","1"
"13086","21","1","6","9","5","2","N","2","1","2"
"13087","20","2","6","1","8","3","N","2","1","1"
"13088","83","2","2","2","5","2","N","1","2","0"
"13089","57","2","1","1","5","0","N","2","1","2"
"13090","60","1","4","1","9","8","N","2","1","2"
"13091","44","2","6","1","9","9","N","1","1","1"
"13092","10","2","N","1","3","N","N","2","1","1"
"13093","56","1","1","6","10","9","N","2","1","1"
"13094","15","2","6","1","3","0","N","2","1","1"
"13095","56","2","1","2","7","0","N","2","1","1"
"13096","9","2","N","3","3","N","N","2","1","1"
"13097","48","2","1","6","6","1","N","2","1","1"
"13098","1","1","N","2","N","N","N","N","1","1"
"13099","24","1","6","1","9","6","N","2","1","2"
"13100","20","1","6","1","7","1","N","2","1","1"
"13101","57","2","1","1","10","8","N","2","1","2"
"13102","20","1","6","1","7","3","N","2","1","2"
"13103","45","1","1","1","7","8","N","2","1","1"
"13104","56","2","5","2","10","2","N","2","1","2"
"13105","71","2","3","1","9","7","N","2","1","1"
"13106","51","1","1","6","5","1","N","1","1","1"
"13107","46","1","6","1","7","9","N","2","1","2"
"13108","49","2","6","2","4","1","N","2","2","0"
"13109","48","1","6","3","8","9","N","2","1","2"
"13110","18","2","6","1","5","1","N","2","3","0"
"13111","28","1","6","1","5","0","N","2","1","1"
"13112","29","2","1","1","10","7","N","2","1","1"
"13113","64","2","1","1","7","2","N","2","1","1"
"13114","25","2","6","1","7","6","N","2","1","2"
"13115","7","1","N","3","2","N","N","2","1","1"
"13116","64","2","3","1","9","8","N","1","1","1"
"13117","14","1","N","1","3","N","N","2","1","1"
"13118","29","1","1","2","5","8","N","2","1","2"
"13119","59","2","3","2","7","8","N","2","1","1"
"13120","73","2","6","1","5","6","N","2","1","2"
"13121","17","1","6","1","4","1","N","2","2","0"
"13122","38","2","6","2","4","2","N","2","1","1"
"13123","46","2","1","2","4","1","N","1","1","1"
"13124","85","2","3","1","7","3","N","2","1","1"
"13125","28","1","6","1","9","2","N","2","1","2"
"13126","55","2","1","6","12","9","N","2","1","1"
"13127","49","2","1","6","10","1","N","2","1","2"
"13128","22","2","6","6","4","0","N","2","1","2"
"13129","19","2","6","1","7","2","N","2","3","0"
"13130","74","1","1","1","10","9","N","2","1","1"
"13131","20","2","6","1","4","0","N","2","1","1"
"13132","50","1","4","1","10","5","N","2","1","2"
"13133","19","2","6","1","7","5","N","2","3","0"
"13134","72","1","4","2","4","3","N","2","2","0"
"13135","77","1","1","1","9","3","N","2","1","1"
"13136","44","1","6","2","12","9","N","2","1","2"
"13137","77","2","1","1","12","9","N","2","1","1"
"13138","18","2","6","1","7","5","N","2","3","0"
"13139","35","2","2","2","9","6","N","1","1","1"
"13140","44","1","1","1","5","9","N","2","1","1"
"13141","30","2","1","2","7","0","N","2","1","1"
"13142","36","1","1","1","10","9","N","2","1","1"
"13143","25","2","6","1","8","2","N","2","1","2"
"13144","45","1","1","1","10","9","N","2","1","2"
"13145","24","2","6","1","10","6","N","2","1","1"
"13146","81","1","1","2","8","6","N","2","1","1"
"13147","80","2","4","2","5","1","N","2","1","1"
"13148","36","1","1","1","9","9","N","2","1","1"
"13149","24","2","6","6","9","0","N","2","1","2"
"13150","68","1","1","1","10","9","N","2","1","1"
"13151","60","2","1","2","5","0","N","1","1","1"
"13152","82","2","1","1","11","8","N","2","1","1"
"13153","37","1","1","1","12","8","N","2","1","1"
"13154","0","1","N","1","N","N","N","N","1","1"
"13155","66","1","4","2","1","6","N","2","1","2"
"13156","5","2","N","8","1","N","N","2","1","2"
"13157","82","2","3","9","7","7","N","2","1","2"
"13158","9","1","N","2","3","N","N","1","1","2"
"13159","64","2","3","2","3","2","N","2","1","2"
"13160","35","1","2","9","5","5","N","2","1","1"
"13161","55","1","1","6","9","0","N","2","1","1"
"13162","67","1","1","1","5","2","N","1","1","1"
"13163","46","2","1","9","9","5","N","2","1","2"
"13164","57","1","1","2","6","0","N","2","1","1"
"13165","69","2","4","1","7","4","N","2","1","1"
"13166","1","2","N","2","N","N","N","N","1","1"
"13167","22","1","6","1","7","1","N","2","1","2"
"13168","80","1","1","1","9","6","N","2","1","1"
"13169","69","1","4","1","7","4","N","2","1","1"
"13170","29","2","1","9","10","9","N","2","1","1"
"13171","1","1","N","1","N","N","N","N","1","1"
"13172","48","2","1","1","10","4","N","2","1","1"
"13173","24","1","6","1","9","3","N","2","1","2"
"13174","29","2","5","2","8","3","N","2","1","2"
"13175","22","1","6","1","7","0","N","2","1","2"
"13176","32","1","1","9","5","7","N","2","1","1"
"13177","38","2","4","6","5","0","N","2","1","2"
"13178","81","1","3","2","7","3","N","2","1","1"
"13179","59","2","1","2","5","2","N","2","1","1"
"13180","40","2","1","1","10","9","N","2","1","1"
"13181","35","1","4","1","9","8","N","2","1","1"
"13182","12","2","N","2","3","N","N","2","1","2"
"13183","23","2","6","1","9","3","N","2","1","2"
"13184","5","1","N","1","2","N","N","2","1","1"
"13185","55","2","1","2","10","8","N","2","1","1"
"13186","61","2","1","1","9","0","N","2","1","1"
"13187","64","2","4","2","4","2","N","2","1","2"
"13188","42","2","1","2","5","0","N","2","1","2"
"13189","73","1","1","1","7","9","N","2","1","1"
"13190","50","2","1","3","6","4","N","2","1","1"
"13191","9","1","N","1","3","N","N","2","1","2"
"13192","84","1","4","2","5","2","N","1","2","0"
"13193","29","2","1","2","7","5","N","2","1","1"
"13194","4","2","N","3","2","N","N","N","1","1"
"13195","38","1","6","1","9","9","N","2","1","1"
"13196","72","1","2","3","4","3","N","2","2","0"
"13197","41","2","5","1","4","2","N","2","1","2"
"13198","40","2","4","2","7","0","N","2","1","2"
"13199","34","1","6","6","10","8","N","2","1","1"
"13200","28","1","1","1","10","0","N","2","1","1"
"13201","22","1","1","1","9","4","N","2","1","1"
"13202","38","2","6","1","7","3","N","2","1","2"
"13203","24","2","6","2","7","2","N","2","1","2"
"13204","37","1","6","8","4","0","N","2","1","2"
"13205","32","2","1","1","10","9","N","2","1","2"
"13206","18","2","6","9","5","5","N","2","1","2"
"13207","10","1","N","2","3","N","N","2","1","1"
"13208","34","2","6","3","10","6","N","2","1","2"
"13209","50","2","1","6","9","4","N","2","1","1"
"13210","86","2","3","1","4","4","N","2","1","2"
"13211","13","1","N","6","3","N","N","2","1","1"
"13212","45","1","1","6","9","9","N","2","1","1"
"13213","17","1","6","1","4","0","N","2","1","1"
"13214","30","1","6","2","5","7","N","2","1","1"
"13215","28","1","6","2","4","2","N","2","1","2"
"13216","56","1","1","1","9","9","N","2","1","2"
"13217","44","2","6","2","10","8","N","2","1","2"
"13218","19","1","6","2","7","0","N","2","3","0"
"13219","18","2","6","1","4","0","N","2","3","0"
"13220","18","2","6","1","7","2","N","2","3","0"
"13221","36","2","4","1","9","6","N","2","1","2"
"13222","50","1","6","8","5","4","N","2","1","2"
"13223","23","2","6","2","7","4","N","2","1","2"
"13224","9","2","N","2","3","N","N","2","1","1"
"13225","20","1","6","1","7","4","N","2","1","2"
"13226","60","1","3","2","5","2","N","2","1","2"
"13227","28","1","6","9","7","6","N","2","1","1"
"13228","56","1","1","1","9","9","N","2","1","1"
"13229","37","1","6","9","10","2","N","1","1","2"
"13230","26","2","6","6","9","7","N","2","1","2"
"13231","56","1","1","1","11","9","N","2","1","1"
"13232","52","1","1","1","10","0","N","2","1","2"
"13233","43","2","6","1","10","6","N","2","1","1"
"13234","26","2","6","8","10","6","N","2","1","2"
"13235","90","2","3","1","5","2","N","1","2","0"
"13236","71","2","1","1","5","4","N","2","1","1"
"13237","15","1","6","6","3","0","N","2","1","1"
"13238","57","2","1","1","7","7","N","2","1","1"
"13239","60","2","1","1","9","9","N","2","1","2"
"13240","36","2","6","1","5","1","N","2","1","1"
"13241","58","2","1","1","10","8","N","2","1","1"
"13242","62","2","3","2","7","3","N","2","1","2"
"13243","39","2","1","1","11","9","N","2","1","1"
"13244","64","1","4","6","9","8","N","2","1","2"
"13245","36","2","6","2","9","2","N","2","1","2"
"13246","9","2","N","8","3","N","N","2","1","2"
"13247","7","1","N","9","3","N","N","2","1","2"
"13248","43","1","4","2","6","8","N","2","1","1"
"13249","34","1","6","1","5","5","N","2","1","1"
"13250","63","1","4","1","7","5","N","2","1","1"
"13251","34","2","6","2","5","2","N","2","1","1"
"13252","30","1","6","1","4","5","N","2","2","0"
"13253","13","2","N","1","3","N","N","2","1","2"
"13254","6","2","N","1","2","N","N","2","1","1"
"13255","72","2","1","1","10","7","N","2","1","1"
"13256","57","1","1","9","9","9","N","2","1","1"
"13257","46","2","4","2","8","5","N","1","1","1"
"13258","71","1","1","1","8","0","N","2","1","1"
"13259","2","1","N","2","N","N","N","N","1","2"
"13260","60","1","2","1","5","0","N","1","2","0"
"13261","30","2","1","1","5","9","N","2","1","2"
"13262","22","1","6","1","7","3","N","2","1","2"
"13263","29","1","1","3","7","9","N","2","1","1"
"13264","29","2","6","1","8","5","N","2","1","2"
"13265","60","2","2","1","10","9","N","2","1","1"
"13266","37","2","6","1","10","8","N","2","1","1"
"13267","29","2","4","1","9","7","N","2","1","2"
"13268","49","2","6","2","10","9","N","2","1","1"
"13269","76","2","1","1","12","2","N","2","1","2"
"13270","6","1","N","2","2","N","N","2","1","2"
"13271","18","1","6","1","5","1","N","2","1","1"
"13272","74","2","1","2","7","7","N","2","1","1"
"13273","61","2","3","2","5","3","N","2","1","1"
"13274","13","1","N","3","3","N","N","2","1","1"
"13275","66","1","1","1","9","9","N","2","1","1"
"13276","30","1","6","2","7","5","N","2","3","0"
"13277","29","2","6","1","4","5","N","2","1","1"
"13278","50","2","1","1","8","0","N","2","1","1"
"13279","70","1","1","1","11","9","N","2","1","1"
"13280","56","1","6","1","5","0","N","2","1","2"
"13281","34","1","6","1","4","7","N","1","1","2"
"13282","67","1","3","2","6","1","N","2","1","1"
"13283","34","1","1","1","8","8","N","2","1","1"
"13284","50","1","1","1","11","9","N","2","1","1"
"13285","44","1","1","1","4","6","N","2","1","1"
"13286","21","2","6","9","7","0","N","2","1","1"
"13287","15","2","6","2","4","0","N","2","1","1"
"13288","36","1","6","2","9","7","N","2","1","2"
"13289","80","1","1","1","9","9","N","2","1","1"
"13290","65","2","4","2","7","3","N","2","1","2"
"13291","18","2","6","1","7","3","N","2","3","0"
"13292","69","1","4","2","5","2","N","2","1","2"
"13293","69","1","1","6","9","8","N","2","1","1"
"13294","44","1","6","1","12","3","N","2","1","1"
"13295","20","2","6","2","5","2","N","2","1","1"
"13296","54","1","1","1","9","8","N","2","1","1"
"13297","17","2","6","1","4","0","N","2","1","1"
"13298","56","1","1","8","3","3","N","2","1","2"
"13299","45","1","6","2","4","0","N","2","1","1"
"13300","47","2","4","1","10","7","N","2","1","2"
"13301","13","2","N","2","3","N","N","2","1","1"
"13302","45","1","1","2","5","9","N","2","1","1"
"13303","69","1","1","6","9","6","N","2","1","1"
"13304","74","2","1","1","9","7","N","2","1","1"
"13305","54","1","6","1","7","1","N","2","1","2"
"13306","5","1","N","6","2","N","N","2","1","2"
"13307","19","1","6","5","7","3","N","2","3","0"
"13308","22","2","6","1","7","1","N","2","1","2"
"13309","52","1","1","1","7","6","N","2","1","1"
"13310","67","1","1","9","5","8","1","2","1","1"
"13311","40","2","1","2","10","8","N","2","1","1"
"13312","36","2","1","1","9","4","N","2","1","1"
"13313","22","1","6","1","5","3","N","2","1","2"
"13314","54","1","5","2","6","1","N","2","1","2"
"13315","1","1","N","2","N","N","N","N","1","2"
"13316","77","2","3","2","5","2","N","2","1","1"
